first_update,update,updates_in_bin,training_seconds,state_ce,token_accuracy,loss,latent_loss,weighted_latent_loss,latent_rms,predicted_latent_rms,latent_variation_rms,latent_relative_l2,latent_cosine,predicted_state_ce,teacher_predicted_kl
1,100,100,6.937664647003658,3.792638065814972,0.09569498972967266,3.8248612761497496,0.03222320881672203,0.03222320881672203,0.9992315024137497,1.0126945972442627,0.20574752986431122,0.17901789397001266,0.9844009578227997,4.353871822357178,0.25985267758369446
101,200,100,12.499902106004356,3.7144275450706483,0.1065055364370346,3.7286549258232116,0.014227390754967928,0.014227390754967928,0.99886853992939,1.001934140920639,0.28354065492749214,0.18297970294952393,0.9812512546777725,4.230695724487305,0.1597539447247982
201,300,100,18.00336978400628,3.492498183250427,0.1672387747466564,3.5489249897003172,0.05642680935561657,0.05642680935561657,0.9992099553346634,0.9793558120727539,0.5530257821083069,0.36175936460494995,0.9189228713512421,4.212095737457275,0.3472108691930771
301,400,100,23.522007332009707,3.4052058029174805,0.18534749791026114,3.4568836975097654,0.05167787946760655,0.05167787946760655,0.9998269081115723,0.963652640581131,0.5930531024932861,0.33866439014673233,0.9214548319578171,4.170208096504211,0.4214181527495384
401,500,100,29.02735501101506,3.3920670318603516,0.18699870333075524,3.438540155887604,0.046473122872412204,0.046473122872412204,0.9999297857284546,0.9607523828744888,0.5881382375955582,0.32328828424215317,0.9267363846302032,4.14460027217865,0.42152342200279236
501,600,100,34.53733458401439,3.352187728881836,0.1925561572611332,3.4027074718475343,0.05051973812282085,0.05051973812282085,1.00005704164505,0.9542535841464996,0.5945234000682831,0.344039224088192,0.9190104454755783,4.1377458572387695,0.4657468795776367
601,700,100,40.14026312801525,2.6986369705200195,0.303260098695755,2.864751479625702,0.16611450284719467,0.16611450284719467,1.002482146024704,0.784805104136467,0.8118940591812134,0.6472122520208359,0.6934241950511932,4.163474917411804,1.204957276582718
701,800,100,45.645787432014004,1.7835470569133758,0.490642104446888,2.0880192244052886,0.30447216182947157,0.30447216182947157,1.0066222548484802,0.6067489683628082,0.9265891760587692,0.8382219821214676,0.47355640679597855,4.1357539892196655,2.0652768313884735
801,900,100,51.16811295001435,1.3549679970741273,0.5912003773450851,1.693941308259964,0.3389733186364174,0.3389733186364174,1.010506510734558,0.5316978543996811,0.9582709521055222,0.8855999112129211,0.40429481118917465,4.090328574180603,2.5198594331741333
901,1000,100,56.70652039801416,1.1089149081707002,0.6560937696695328,1.459257287979126,0.35034238308668136,0.35034238308668136,1.0137645602226257,0.4919564127922058,0.9732144773006439,0.8950901031494141,0.39541662484407425,3.9735207557678223,2.70696759223938
1001,1100,100,62.22585241401657,0.9846002548933029,0.6889152252674102,1.3294928002357482,0.3448925429582596,0.3448925429582596,1.0159260928630829,0.49058857560157776,0.9746796935796738,0.8759388476610184,0.4370569810271263,3.7976260781288147,2.7177370190620422
1101,1200,100,67.80806236001627,0.8888272601366043,0.7166447126865387,1.2210007333755493,0.33217346400022507,0.33217346400022507,1.017441064119339,0.4910285696387291,0.9764071553945541,0.8503792434930801,0.49607937783002853,3.5321139693260193,2.56305593252182
1201,1300,100,73.33048124301467,0.7605922487378121,0.7549284064769745,1.0715338933467864,0.3109416487812996,0.3109416487812996,1.0185773968696594,0.498432494699955,0.9856898784637451,0.8107225596904755,0.5787111818790436,3.1192654371261597,2.3007723093032837
1301,1400,100,78.86396062701397,0.7374795913696289,0.7607527881860733,1.003610023856163,0.26613043293356897,0.26613043293356897,1.0180509984493256,0.5609819144010544,0.9808927923440933,0.7406948506832123,0.6786818951368332,2.655311942100525,1.8878866136074066
1401,1500,100,84.38113274801299,0.6405927482247352,0.7913566273450852,0.8737541949748993,0.23316144570708275,0.23316144570708275,1.0173601806163788,0.6217525899410248,0.988701120018959,0.683915913105011,0.7397848069667816,2.198565661907196,1.5700883269309998
1501,1600,100,89.91601967001179,0.565393922328949,0.813461120724678,0.7711125212907791,0.20571859687566757,0.20571859687566757,1.016475111246109,0.6950285583734512,0.9902478158473969,0.6408853977918625,0.7744712382555008,1.8474278450012207,1.3013046085834503
1601,1700,100,95.44715978101476,0.5522310921549797,0.8193278199434281,0.7420333299040794,0.18980223596096038,0.18980223596096038,1.0159204304218292,0.7599543780088425,0.9902115017175674,0.6090224236249924,0.7957100570201874,1.5587769448757172,1.0890623927116394
1701,1800,100,100.97836433001657,0.4658005002140999,0.8444767475128174,0.6503606617450715,0.18456016063690187,0.18456016063690187,1.0162237286567688,0.79227115213871,0.9957102090120316,0.614590510725975,0.7884134948253632,1.4180201888084412,0.9791600257158279
1801,1900,100,106.51799333302051,0.4266328780353069,0.8570605695247651,0.613388167321682,0.18675528660416604,0.18675528660416604,1.016932487487793,0.8060842752456665,0.9973407238721848,0.6175555288791656,0.785114973783493,1.2750282287597656,0.9164340496063232
1901,2000,100,112.04429592301949,0.41278194829821585,0.8624349147081375,0.603531673848629,0.19074972704052925,0.19074972704052925,1.0177006423473358,0.8149978220462799,0.9964244961738586,0.6257244348526001,0.7784943580627441,1.2947564125061035,0.9216427803039551
2001,2100,100,117.55018889501844,0.38110144332051277,0.872788918018341,0.5767038306593895,0.1956023867428303,0.1956023867428303,1.0186255872249603,0.8088939189910889,0.9983750432729721,0.6301791816949844,0.7742091119289398,1.2309045493602753,0.8922478556632996
2101,2200,100,123.07196499801876,0.36346313178539275,0.8784749561548233,0.5619956240057945,0.19853249311447144,0.19853249311447144,1.0192997753620148,0.8064399063587189,0.998246893286705,0.6340750604867935,0.7707082033157349,1.1995400488376617,0.8779259622097015
2201,2300,100,128.67096574801917,0.29863313883543013,0.900096862912178,0.5073247569799423,0.20869161784648896,0.20869161784648896,1.0203635096549988,0.7811389118432999,1.0029083490371704,0.6527693718671799,0.7544497549533844,1.1217950582504272,0.8687251806259155
2301,2400,100,134.26077572402028,0.2733986578881741,0.9072802919149399,0.48551868200302123,0.21212002262473106,0.21212002262473106,1.0210500359535217,0.771661251783371,1.0043827891349792,0.6624273061752319,0.7461583763360977,1.1093891561031342,0.8723820745944977
2401,2500,100,139.83192077702097,0.27595292367041113,0.9071850788593292,0.4899375769495964,0.2139846535027027,0.2139846535027027,1.021470069885254,0.761249378323555,1.0030872076749802,0.6578535735607147,0.7496899664402008,1.0389107763767242,0.8306574821472168
2501,2600,100,145.34625465002227,0.243887005969882,0.9169970911741256,0.45198216021060944,0.2080951538681984,0.2080951538681984,1.02142933011055,0.7534950375556946,1.002394586801529,0.6541238874197006,0.7539182305335999,0.9742731004953384,0.764761283993721
2601,2700,100,150.8612180670243,0.25913788586854936,0.9131884962320328,0.4542631480097771,0.1951252616941929,0.1951252616941929,1.0204371511936188,0.7544498145580292,0.9986935406923294,0.6281446516513824,0.7772883027791977,0.8893506079912186,0.6669428646564484
2701,2800,100,156.39031403902482,0.19406811609864236,0.9337532758712769,0.37763702899217605,0.18356891289353372,0.18356891289353372,1.0190939009189606,0.7525272518396378,1.0024326145648956,0.6084538847208023,0.7951629161834717,0.7259999811649323,0.5566829890012741
2801,2900,100,161.91181748402505,0.20938457913696765,0.9286816626787185,0.373748501688242,0.16436392143368722,0.16436392143368722,1.0169651210308075,0.8000447452068329,0.996648371219635,0.5638742595911026,0.8272470980882645,0.596732884645462,0.46705642342567444
2901,3000,100,167.42449985302846,0.20366773009300232,0.9308846229314804,0.35765313372015956,0.1539854048192501,0.1539854048192501,1.0157090425491333,0.8260171711444855,0.996232733130455,0.5504048317670822,0.8352779448032379,0.5353443324565887,0.416833758354187
3001,3100,100,172.91448180903262,0.19146185904741286,0.9352246308326722,0.34160487204790113,0.15014301359653473,0.15014301359653473,1.0152112245559692,0.8448650240898132,0.9960362613201141,0.5387553870677948,0.8423486351966858,0.453079417347908,0.36184217035770416
3101,3200,100,178.4500631920314,0.16079957615584134,0.9456111872196198,0.3095889061689377,0.14878932893276214,0.14878932893276214,1.0151758193969727,0.8415237665176392,0.9988537430763245,0.5402522087097168,0.8410942256450653,0.45424820482730865,0.35141830891370773
3201,3300,100,184.00111895103055,0.18710441019386054,0.9395052260160446,0.3344689281284809,0.14736451983451843,0.14736451983451843,1.015040397644043,0.847986027598381,0.9971317499876022,0.5346960872411728,0.8446456491947174,0.4283667430281639,0.3305549919605255
3301,3400,100,189.56014086602954,0.15218044564127922,0.9484082186222076,0.2977160319685936,0.14553558602929115,0.14553558602929115,1.0148686170578003,0.8345114141702652,0.9999123513698578,0.5368526130914688,0.8433672487735748,0.3773171082139015,0.2841428220272064
3401,3500,100,195.1519056460288,0.1435294321924448,0.9511751484870911,0.2826225824654102,0.13909315049648285,0.13909315049648285,1.014058530330658,0.8364288210868835,0.9980943948030472,0.5191287100315094,0.8548723310232162,0.3684052973985672,0.2660696879029274
3501,3600,100,200.7289030890288,0.13944856338202954,0.9529850471019745,0.2692975850403309,0.12984902188181877,0.12984902188181877,1.012585163116455,0.8321263939142227,0.9981441497802734,0.506811685860157,0.8628610074520111,0.28746331110596657,0.22273779287934303
3601,3700,100,206.2166053320284,0.1306674474850297,0.956416848897934,0.2484087987244129,0.11774135060608387,0.11774135060608387,1.0103989839553833,0.8388703167438507,0.9965677857398987,0.4815884903073311,0.8776925057172775,0.27425728365778923,0.20920076966285706
3701,3800,100,211.72562147302915,0.12035694975405932,0.9594865089654923,0.22101190328598022,0.10065495274960995,0.10065495274960995,1.0074867606163025,0.8553029894828796,0.9942056685686111,0.44571785628795624,0.896973505616188,0.2132418118417263,0.1668143942952156
3801,3900,100,217.23967274602956,0.113834930062294,0.9615104359388351,0.19394327022135258,0.08010834075510502,0.08010834075510502,1.0043489038944244,0.8776157200336456,0.9912765771150589,0.3922727406024933,0.9219293743371964,0.13610216230154037,0.0991723220795393
3901,4000,100,222.77497074303164,0.10273297637701034,0.9654826050996781,0.16647425301373006,0.06374127682298422,0.06374127682298422,1.0017955899238586,0.9056361615657806,0.9895011782646179,0.3514394909143448,0.9382894784212112,0.1409048605710268,0.1031514871865511
4001,4100,100,228.25059321003118,0.10970961261540652,0.9632275605201721,0.16081034161150456,0.05110072895884514,0.05110072895884514,0.9997400343418121,0.9296637326478958,0.9868309050798416,0.3330572098493576,0.9445877820253372,0.18143092840909958,0.1327842827886343
4101,4200,100,233.72223370603115,0.09594051400199533,0.9674992072582245,0.1369210450351238,0.04098053108900786,0.04098053108900786,0.9984680712223053,0.941434308886528,0.9868705421686172,0.27882498502731323,0.9618569910526276,0.08701749797910452,0.05827573128044605
4201,4300,100,239.24083912702963,0.0863499528542161,0.9710677284002304,0.1200951286405325,0.033745175879448655,0.033745175879448655,0.9978678077459335,0.9531071335077286,0.986821636557579,0.2669979967176914,0.9647783935070038,0.08214547578245401,0.06422519590705633
4301,4400,100,244.75190995603134,0.09627936968579888,0.9675464057922363,0.1260712196305394,0.02979185037314892,0.02979185037314892,0.9977041035890579,0.9644575119018555,0.9860912412405014,0.24455880746245384,0.9705988317728043,0.07205511536449194,0.062961564399302
4401,4500,100,250.28055047203088,0.09411756241694093,0.9683659011125565,0.12163623739033938,0.027518675178289414,0.027518675178289414,0.997779056429863,0.9718679189682007,0.9858279973268509,0.22643675655126572,0.9747912585735321,0.05531016457825899,0.04476362746208906
4501,4600,100,255.81700272703074,0.08963609118014575,0.9701505708694458,0.11595831915736199,0.026322227865457536,0.026322227865457536,0.998293399810791,0.9738648980855942,0.9873587936162949,0.21939126774668694,0.9763805568218231,0.04856698866933584,0.032160226721316576
4601,4700,100,261.3598018040302,0.07850025234743953,0.9734570503234863,0.10279318358749151,0.024292931780219077,0.024292931780219077,0.9987184405326843,0.9785888940095901,0.9872448742389679,0.21815292164683342,0.9765598177909851,0.06108608469367027,0.04893283639103174
4701,4800,100,266.9295979100307,0.07694876885041595,0.974153665304184,0.10001351587474346,0.023064747173339128,0.023064747173339128,0.9994903355836868,0.9764654785394669,0.9897321164608002,0.21444877609610558,0.9773187190294266,0.07013830728828907,0.04729720717296004
4801,4900,100,272.4802688730297,0.07793747926130891,0.9736067897081375,0.10014019571244717,0.022202716432511805,0.022202716432511805,0.9999693781137466,0.9820781052112579,0.9897694885730743,0.20502980425953865,0.9793277978897095,0.04868937283754349,0.037998273968696594
4901,5000,100,278.0216455480304,0.0724301677942276,0.9754590058326721,0.09380780834704637,0.02137764073908329,0.02137764073908329,1.0007470548152924,0.9804226756095886,0.9912246465682983,0.2106657475233078,0.9780654907226562,0.07080773590132594,0.051982550881803036
5001,5100,100,283.53105215403,0.07589450607076287,0.974608582854271,0.09651738367974758,0.020622877515852452,0.020622877515852452,1.0013049244880676,0.9823978543281555,0.9914531111717224,0.20183585584163666,0.979839026927948,0.05694308504462242,0.04083115281537175
5101,5200,100,289.06626422203317,0.0756933738477528,0.974226907491684,0.0960648127272725,0.02037143873050809,0.02037143873050809,1.0018531382083893,0.9851256906986237,0.990996778011322,0.20823901519179344,0.9785371422767639,0.07583161536604166,0.06734535750001669
5201,5300,100,294.59218737103356,0.06735588967800141,0.9773136585950851,0.08727546703070402,0.01991957761347294,0.01991957761347294,1.0024182200431824,0.9829830229282379,0.992199644446373,0.19705266505479813,0.9808363318443298,0.060128241777420044,0.037016142159700394
5301,5400,100,300.13179532103277,0.06350904304534197,0.9786067885160447,0.08263909224420786,0.019130049496889113,0.019130049496889113,1.0032739043235779,0.989222839474678,0.9934760332107544,0.19521963596343994,0.981225848197937,0.047683894634246826,0.04266611207276583
5401,5500,100,305.68030477403227,0.05743866436183453,0.9805330598354339,0.07623449709266424,0.0187958325445652,0.0187958325445652,1.0039444267749786,0.9872147440910339,0.9946597516536713,0.18922867253422737,0.9823088347911835,0.05321608204394579,0.035796725656837225
5501,5600,100,311.2023981120292,0.05331866717897356,0.9821028858423233,0.07137923169881105,0.018060564659535885,0.018060564659535885,1.0046928524971008,0.9906101375818253,0.9961643368005753,0.18657198175787926,0.9828008413314819,0.03932129219174385,0.03280175011605024
5601,5700,100,316.7346681440322,0.05771398284472525,0.980427263379097,0.0759113236144185,0.018197340881451963,0.018197340881451963,1.0053390562534332,0.9929544925689697,0.9967870563268661,0.19445201754570007,0.9812697619199753,0.06373304640874267,0.04230188252404332
5701,5800,100,322.26684173503554,0.05350442122668028,0.9816870319843293,0.07142925150692463,0.017924830485135317,0.017924830485135317,1.0058038234710693,0.990088164806366,0.9966830611228943,0.1898433268070221,0.9821856170892715,0.06608293857425451,0.043835606426000595
5801,5900,100,327.8228443740377,0.04967962689697743,0.9831201374530792,0.06701235704123974,0.01733273017220199,0.01733273017220199,1.0063545405864716,0.9928252100944519,0.9974615126848221,0.1827065497636795,0.9834662526845932,0.04082930902950466,0.0304743021260947
5901,6000,100,333.33794435603795,0.05364105675369501,0.9818872255086899,0.0708667527884245,0.017225696099922062,0.017225696099922062,1.0068735480308533,0.993240162730217,0.9983320385217667,0.1812669225037098,0.9837506860494614,0.037785043474286795,0.026493607321754098
6001,6100,100,338.8331491920353,0.05216252265498042,0.9823478382825851,0.06910591211169959,0.016943389354273676,0.016943389354273676,1.0073739290237427,0.9946305155754089,0.9986224323511124,0.18386055901646614,0.9832608848810196,0.04768786719068885,0.032900325721129775
6101,6200,100,344.3334165200381,0.04793991984799504,0.9840494990348816,0.06423018837347627,0.01629026875831187,0.01629026875831187,1.0081098079681396,0.9935987293720245,0.9996664673089981,0.17628661543130875,0.9846298396587372,0.041687346529215574,0.027554427040740848
6201,6300,100,349.85676242503814,0.04528357005678117,0.9846818220615386,0.06178167052567005,0.01649810031056404,0.01649810031056404,1.008642315864563,0.9961937516927719,0.9992175549268723,0.18260732665657997,0.9835222214460373,0.037576043512672186,0.03569031646475196
6301,6400,100,355.38025207203873,0.04516748511232436,0.9848022651672363,0.06114295698702335,0.015975472033023835,0.015975472033023835,1.0094485580921173,0.9971968978643417,1.0012710988521576,0.18069704249501228,0.9838759452104568,0.030976871494203806,0.028745084069669247
