arm,role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
seq,ood_dev,50000,36,102400,0,1642,730005,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01603515625,0.015283760431974203,0.016822861858585305,0.19802652994791667,4.095993814738467
seq,dev,100000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.020343621728175235
seq,dev,100000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.06844669344724304
seq,dev,100000,3,102400,100604,102265,305359,307200,0.9824609375,0.9816386450563598,0.9832470329846669,0.998681640625,0.998439908654375,0.9988859586674009,0.9940071614583333,0.005490018862345502
seq,dev,100000,4,102400,99763,101378,406737,409600,0.974248046875,0.9732599636213268,0.9752005493473879,0.99001953125,0.9893920540187835,0.9906102444336218,0.99301025390625,0.03449037200804004
seq,dev,100000,5,102400,96945,99003,505740,512000,0.946728515625,0.945336188741904,0.9480873263983026,0.966826171875,0.9657116329373813,0.9679056868625376,0.9877734375,0.1055944158229892
seq,dev,100000,6,102400,89073,92456,598196,614400,0.869853515625,0.8677788259684942,0.8719004567707132,0.902890625,0.9010618626078251,0.9046891602498501,0.9736263020833333,0.3205491704233085
seq,dev,100000,7,102400,70215,76355,674551,716800,0.685693359375,0.6828430258253241,0.6885297611544775,0.745654296875,0.7429777714979009,0.7483123918719077,0.9410588727678572,0.860911523432745
seq,dev,100000,8,102400,41349,50849,725400,819200,0.403798828125,0.4007972656935249,0.40680760811462513,0.496572265625,0.4935100798845438,0.4996347085335519,0.885498046875,1.7660372880594069
seq,dev,100000,9,102400,15835,24660,750060,921600,0.154638671875,0.15243711737412802,0.1568661373436902,0.2408203125,0.23821117793063956,0.24344889220115445,0.8138671875,2.8598449929839034
seq,dev,100000,10,102400,4203,10402,760462,1024000,0.041044921875,0.039846897610090866,0.04227737955584452,0.10158203125,0.0997466359386243,0.10344731813963241,0.742638671875,3.592868022465065
seq,dev,100000,11,102400,857,4776,765238,1126400,0.008369140625,0.00782931536624605,0.008945850822333738,0.046640625,0.04536600181409122,0.047949261780422976,0.6793661221590909,3.923020637201587
seq,dev,100000,12,102400,155,2696,767934,1228800,0.001513671875,0.001293528768478345,0.0017712142562928315,0.026328125,0.025365100392005485,0.027326687161594303,0.6249462890625,4.0463519835987976
seq,ood_dev,100000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.020298018899590032
seq,ood_dev,100000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.06806901577660833
seq,ood_dev,100000,3,102400,100614,102257,305365,307200,0.98255859375,0.9817384985600655,0.9833424846542347,0.998603515625,0.9983553278708656,0.9988142953122917,0.9940266927083333,0.006358583132331979
seq,ood_dev,100000,4,102400,99733,101336,406701,409600,0.973955078125,0.9729616508953625,0.9749129465535313,0.989609375,0.9889696637723764,0.9902123529522797,0.99292236328125,0.03537808231535574
seq,ood_dev,100000,5,102400,97027,99111,505812,512000,0.947529296875,0.9461467388579542,0.9488782787030962,0.967880859375,0.9667832668671825,0.9689433488040917,0.9879140625,0.10548238526988472
seq,ood_dev,100000,6,102400,89156,92451,598263,614400,0.8706640625,0.8685948124059296,0.8727055032714487,0.902841796875,0.9010126295035601,0.9046407407674786,0.9737353515625,0.31717514401620694
seq,ood_dev,100000,7,102400,70163,76213,674476,716800,0.685185546875,0.6823339903184583,0.6880232097603204,0.744267578125,0.7415863318169837,0.7469304980923395,0.9409542410714286,0.8538142602926933
seq,ood_dev,100000,8,102400,41374,50844,725320,819200,0.40404296875,0.40104110437954693,0.4070520323617873,0.4965234375,0.4934612556560042,0.4995858801754547,0.885400390625,1.770945606148457
seq,ood_dev,100000,9,102400,15902,24830,750150,921600,0.15529296875,0.153087568955877,0.15752423042287456,0.24248046875,0.23986513569491807,0.24511512238252764,0.81396484375,2.859634923599865
seq,ood_dev,100000,10,102400,4242,10444,760594,1024000,0.04142578125,0.04022236129751111,0.04266360604419142,0.1019921875,0.1001534686277989,0.10386076717820704,0.742767578125,3.585031977931135
seq,ood_dev,100000,11,102400,875,4810,765404,1126400,0.008544921875,0.0079993141929676,0.009127401307504716,0.04697265625,0.04569365791027501,0.048285643273369525,0.6795134943181819,3.9223324203096297
seq,ood_dev,100000,12,102400,154,2801,768205,1228800,0.00150390625,0.0012845292931654567,0.001760683214278357,0.027353515625,0.026372068909880156,0.028370422963092716,0.6251668294270833,4.042969624943762
seq,ood_dev,100000,13,102400,22,2101,770306,1331200,0.00021484375,0.000141890591557798,0.00032529362867413976,0.020517578125,0.019667115500478814,0.02140401424334017,0.5786553485576923,4.083122560775373
seq,ood_dev,100000,14,102400,1,1762,772068,1433600,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.01720703125,0.01642845797781226,0.01802182639203077,0.5385518973214286,4.0934115684888095
seq,ood_dev,100000,15,102400,0,1795,773863,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017529296875,0.016743421557222922,0.018351369884423076,0.5038170572916667,4.09557623925386
seq,ood_dev,100000,16,102400,0,1793,775656,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017509765625,0.016724330834732817,0.018331399572258458,0.4734228515625,4.096233525356511
seq,ood_dev,100000,17,102400,0,1771,777427,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017294921875,0.016514350053133026,0.01811170897265627,0.446591796875,4.097571959511843
seq,ood_dev,100000,18,102400,0,1673,779100,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016337890625,0.01557937679287261,0.017132691534835136,0.4226888020833333,4.097666452772683
seq,ood_dev,100000,19,102400,0,1699,780799,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016591796875,0.015827366243986105,0.01739249553423307,0.40131527549342105,4.100886240670224
seq,ood_dev,100000,20,102400,0,1714,782513,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01673828125,0.015970458677048924,0.0175423608610807,0.38208642578125,4.102324661132879
seq,ood_dev,100000,21,102400,0,1745,784258,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017041015625,0.01626623208690989,0.01785203348836797,0.3647033110119048,4.106001351445448
seq,ood_dev,100000,22,102400,0,1699,785957,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016591796875,0.015827366243986105,0.01739249553423307,0.3488800603693182,4.111002527966048
seq,ood_dev,100000,23,102400,0,1685,787642,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016455078125,0.015693827513485862,0.01725260702215024,0.33442680027173916,4.115775393070362
seq,ood_dev,100000,24,102400,0,1718,789360,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.32119140625,4.122392551431549
seq,ood_dev,100000,25,102400,0,1687,791047,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016474609375,0.015712903628576462,0.017272591941714363,0.309002734375,4.126611578460434
seq,ood_dev,100000,26,102400,0,1647,792694,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016083984375,0.015331435756104178,0.016872839121092133,0.2977366286057692,4.13731724314508
seq,ood_dev,100000,27,102400,0,1707,794401,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016669921875,0.01590368026112528,0.0174724256557128,0.2873267505787037,4.14318106437393
seq,ood_dev,100000,28,102400,0,1767,796168,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017255859375,0.01647617513653759,0.01807176181994226,0.27768136160714285,4.151963825745624
seq,ood_dev,100000,29,102400,0,1710,797878,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01669921875,0.01593229916630613,0.01750239830251404,0.26868197737068966,4.1578832667155075
seq,ood_dev,100000,30,102400,0,1669,799547,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016298828125,0.015541228838945096,0.0170927174194532,0.2602692057291667,4.167445083608909
seq,ood_dev,100000,31,102400,0,1723,801270,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016826171875,0.016056321612980526,0.017632272581095357,0.2524162046370968,4.173766780581791
seq,ood_dev,100000,32,102400,0,1715,802985,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016748046875,0.015979998727640964,0.017552351327816018,0.24505157470703126,4.176236407639226
seq,ood_dev,100000,33,102400,0,1701,804686,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016611328125,0.015846444329457577,0.017412478483416333,0.23812914299242424,4.187943520231056
seq,ood_dev,100000,34,102400,0,1727,806413,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016865234375,0.016094484703258225,0.01767223156012711,0.2316213809742647,4.191982746191789
seq,ood_dev,100000,35,102400,0,1687,808100,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016474609375,0.015712903628576462,0.017272591941714363,0.22547433035714284,4.196606297871913
seq,ood_dev,100000,36,102400,0,1700,809800,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0166015625,0.015836905251750164,0.017402487043796374,0.2196723090277778,4.202870835481445
reference_gpt,dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.016544923086415794
reference_gpt,dev,10000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.07188766157428747
reference_gpt,dev,10000,3,102400,100676,102338,305432,307200,0.9831640625,0.9823577375714354,0.9839341377171613,0.99939453125,0.9992239751088952,0.9995276199777785,0.9942447916666667,0.004668374502571265
reference_gpt,dev,10000,4,102400,100499,101857,407289,409600,0.981435546875,0.9805905629698027,0.9822444107518508,0.994697265625,0.9942335001089072,0.9951239161433051,0.99435791015625,0.019669735266215772
reference_gpt,dev,10000,5,102400,100125,101837,509126,512000,0.977783203125,0.9768623844763208,0.9786681757648991,0.994501953125,0.9940301287546868,0.9949366771509781,0.99438671875,0.021520905400482036
reference_gpt,dev,10000,6,102400,99488,101640,610766,614400,0.9715625,0.9705266021349174,0.9725630185687725,0.992578125,0.9920336330485472,0.9930856609436273,0.9940852864583334,0.03496016679145371
reference_gpt,dev,10000,7,102400,97597,98841,709607,716800,0.953095703125,0.9517836102774659,0.9543738021601811,0.965244140625,0.964104733818621,0.9663486421742651,0.9899651227678572,0.13417379469008103
reference_gpt,dev,10000,8,102400,95334,99450,809057,819200,0.93099609375,0.9294274520373013,0.9325323996885241,0.97119140625,0.9701490982224652,0.9721983628227848,0.987618408203125,0.0984296006614574
reference_gpt,dev,10000,9,102400,48232,51457,860514,921600,0.471015625,0.46795947552256084,0.47407394904982664,0.502509765625,0.49944732377000983,0.5055720191831224,0.9337174479166667,1.5262293136455665
reference_gpt,dev,10000,10,102400,4678,7124,867638,1024000,0.04568359375,0.044421682655224635,0.04697959024120802,0.0695703125,0.06802810184984397,0.07114481642931782,0.847302734375,3.690359950228019
reference_gpt,dev,10000,11,102400,187,2167,869805,1126400,0.001826171875,0.001582697572600103,0.00210702200664668,0.021162109375,0.020298383847567818,0.022061760039857103,0.7721990411931818,4.071466583107922
reference_gpt,dev,10000,12,102400,7,1772,871577,1228800,6.8359375e-05,3.3114285575679005e-05,0.00014111217474581833,0.0173046875,0.01652389394704792,0.018121695596068733,0.7092911783854167,4.096618834894616
reference_gpt,ood_dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.016570780568158625
reference_gpt,ood_dev,10000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.07096192476761495
reference_gpt,ood_dev,10000,3,102400,100698,102327,305435,307200,0.98337890625,0.9825775301468465,0.9841440165229522,0.999287109375,0.9991038370362532,0.9994329223598194,0.9942545572916667,0.005609754205030514
reference_gpt,ood_dev,10000,4,102400,100490,101869,407304,409600,0.98134765625,0.980500758580344,0.9821584404853632,0.994814453125,0.9943555954058877,0.9952361870542529,0.99439453125,0.01917031551999231
reference_gpt,ood_dev,10000,5,102400,100113,101805,509109,512000,0.977666015625,0.9767428784928026,0.978553315540489,0.994189453125,0.9937050313659933,0.9946367979851959,0.994353515625,0.022326953424874462
reference_gpt,ood_dev,10000,6,102400,99449,101619,610728,614400,0.971181640625,0.970139164520864,0.9721887660070588,0.992373046875,0.9918214089733547,0.9928877441549452,0.9940234375,0.0357696971865221
reference_gpt,ood_dev,10000,7,102400,97605,98915,709643,716800,0.953173828125,0.9518627581194772,0.9544508984567885,0.965966796875,0.964838669564519,0.967059964710592,0.9900153459821428,0.13180362157134592
reference_gpt,ood_dev,10000,8,102400,95383,99497,809140,819200,0.931474609375,0.9299109437161754,0.9330059033586906,0.971650390625,0.9706160176458676,0.9726493777137686,0.9877197265625,0.09785271407255244
reference_gpt,ood_dev,10000,9,102400,48348,51544,860684,921600,0.4721484375,0.46909185056348585,0.4752071140188758,0.503359375,0.5002969318141784,0.5064215661464345,0.9339019097222222,1.527275093861739
reference_gpt,ood_dev,10000,10,102400,4764,7211,867895,1024000,0.0465234375,0.04525036277379384,0.04783053461279202,0.070419921875,0.0688689099704358,0.07200316331620657,0.8475537109375,3.688272415920695
reference_gpt,ood_dev,10000,11,102400,205,2215,870110,1126400,0.002001953125,0.0017462303776450004,0.00229503851349431,0.021630859375,0.02075762259747999,0.022539986121658338,0.7724698153409091,4.071362089733302
reference_gpt,ood_dev,10000,12,102400,6,1735,871845,1228800,5.859375e-05,2.6854309065424834e-05,0.00012784163392870978,0.016943359375,0.016170814160317883,0.017752146241686355,0.70950927734375,4.096118222088553
reference_gpt,ood_dev,10000,13,102400,0,1767,873612,1331200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017255859375,0.01647617513653759,0.01807176181994226,0.6562590144230769,4.097222873182036
reference_gpt,ood_dev,10000,14,102400,0,1703,875315,1433600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016630859375,0.01586552269446015,0.017432461153068485,0.6105712890625,4.097597362417727
reference_gpt,ood_dev,10000,15,102400,0,1702,877017,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.570974609375,4.098880892598536
reference_gpt,ood_dev,10000,16,102400,0,1681,878698,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016416015625,0.015655676134157807,0.01721263633216884,0.536314697265625,4.117027536283713
reference_gpt,ood_dev,10000,17,102400,0,1682,880380,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01642578125,0.015665213872477914,0.0172226291111761,0.5057329963235294,4.137733318301616
reference_gpt,ood_dev,10000,18,102400,0,1659,882039,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016201171875,0.015445863993727361,0.016992777091397307,0.47853678385416665,4.13743273877073
reference_gpt,ood_dev,10000,19,102400,0,1706,883745,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01666015625,0.015894140765027154,0.017462434634483562,0.4542274876644737,4.125734189250302
reference_gpt,ood_dev,10000,20,102400,0,1697,885442,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016572265625,0.01580828843853085,0.0173725123050336,0.4323447265625,4.119173825061298
reference_gpt,ood_dev,10000,21,102400,0,1642,887084,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01603515625,0.015283760431974203,0.016822861858585305,0.4125204613095238,4.113924625620712
reference_gpt,ood_dev,10000,22,102400,0,1709,888793,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016689453125,0.0159227594618247,0.017492407489668103,0.3945281427556818,4.109745474685915
reference_gpt,ood_dev,10000,23,102400,0,1695,890488,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016552734375,0.015789210913578336,0.01735252879533139,0.3780944293478261,4.118467610330554
reference_gpt,ood_dev,10000,24,102400,0,1755,892243,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017138671875,0.016361656743758564,0.01795191400479293,0.3630546061197917,4.159262537840404
reference_gpt,ood_dev,10000,25,102400,0,1686,893929,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01646484375,0.015703365535630627,0.017262599517332833,0.349191015625,4.1529805209997
reference_gpt,ood_dev,10000,26,102400,0,1664,895593,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01625,0.015493545514017064,0.01704274815774442,0.33638559194711537,4.122941646992549
reference_gpt,ood_dev,10000,27,102400,0,1729,897322,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016884765625,0.01611356665865825,0.01769221063938181,0.32455222800925926,4.108884730166755
reference_gpt,ood_dev,10000,28,102400,0,1713,899035,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016728515625,0.015960918695559916,0.017532370325242335,0.3135585239955357,4.1072844058444025
reference_gpt,ood_dev,10000,29,102400,0,1694,900729,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01654296875,0.015779672256443042,0.017342536935139326,0.3033166082974138,4.110160331500229
reference_gpt,ood_dev,10000,30,102400,0,1739,902468,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016982421875,0.016208980519679686,0.017792101951634,0.2937721354166667,4.125651166018797
reference_gpt,ood_dev,10000,31,102400,0,1697,904165,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016572265625,0.01580828843853085,0.0173725123050336,0.28483020413306454,4.139435993660881
reference_gpt,ood_dev,10000,32,102400,0,1702,905867,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.27644866943359375,4.1331840083238784
reference_gpt,ood_dev,10000,33,102400,0,1629,907496,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015908203125,0.015159813223057182,0.016692912342246607,0.2685535037878788,4.120440361299552
reference_gpt,ood_dev,10000,34,102400,0,1714,909210,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01673828125,0.015970458677048924,0.0175423608610807,0.2611471737132353,4.109427668903955
reference_gpt,ood_dev,10000,35,102400,0,1696,910906,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0165625,0.01579874964096129,0.017362520585275803,0.25415904017857144,4.111916771460091
reference_gpt,ood_dev,10000,36,102400,0,1733,912639,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016923828125,0.016151731387651833,0.017732167979697674,0.24756917317708332,4.109016832800116
reference_gpt,dev,25000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01948321156399743
reference_gpt,dev,25000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.06873307319523664
reference_gpt,dev,25000,3,102400,100664,102325,305419,307200,0.983046875,0.9822378647291594,0.983819644351509,0.999267578125,0.9990820982472838,0.999415600114134,0.9942024739583334,0.0031598985697560843
reference_gpt,dev,25000,4,102400,100551,102147,407566,409600,0.981943359375,0.9811095279380568,0.9827410326846195,0.997529296875,0.997205998223832,0.9978152680533153,0.9950341796875,0.008711888409770392
reference_gpt,dev,25000,5,102400,100384,102156,509722,512000,0.9803125,0.9794434129198355,0.9811455513091714,0.9976171875,0.9972993189798128,0.9978977219532806,0.99555078125,0.008910257111680605
reference_gpt,dev,25000,6,102400,99844,101807,611529,614400,0.9750390625,0.9740655746744007,0.9759769101978304,0.994208984375,0.9937253397072083,0.9946555506786356,0.9953271484375,0.02058409432171713
reference_gpt,dev,25000,7,102400,99456,100423,711952,716800,0.97125,0.9702087010875485,0.9722559430616656,0.980693359375,0.979832362620353,0.9815182917844211,0.9932366071428571,0.07533427502358159
reference_gpt,dev,25000,8,102400,99016,101795,813747,819200,0.966953125,0.9658406099434412,0.9680306065817333,0.994091796875,0.9936035094354246,0.9945430147424911,0.993343505859375,0.02408458988114242
reference_gpt,dev,25000,9,102400,95889,98949,912696,921600,0.936416015625,0.9349050467279761,0.9378942421145354,0.966298828125,0.9651759280013812,0.9673867438628603,0.9903385416666667,0.10979709821121497
reference_gpt,dev,25000,10,102400,89790,94766,1007462,1024000,0.87685546875,0.874828663317252,0.8788540003456744,0.92544921875,0.923824415691926,0.9270421021919573,0.983849609375,0.22391383728292183
reference_gpt,dev,25000,11,102400,12942,14285,1021747,1126400,0.12638671875,0.12436551762430943,0.12843595046544853,0.139501953125,0.13739338606353999,0.1416375667968661,0.9070907315340909,3.268026041130679
reference_gpt,dev,25000,12,102400,567,2356,1024103,1228800,0.005537109375,0.005100788189102959,0.006010527974541647,0.0230078125,0.022107255635040374,0.023944156027256094,0.8334171549479167,4.05507555470283
reference_gpt,ood_dev,25000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01950603640762438
reference_gpt,ood_dev,25000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.06831607058663394
reference_gpt,ood_dev,25000,3,102400,100677,102315,305423,307200,0.983173828125,0.9823677274189047,0.9839436783870195,0.999169921875,0.9989738174076627,0.9993285757804814,0.9942154947916667,0.004364799540868514
reference_gpt,ood_dev,25000,4,102400,100551,102109,407532,409600,0.981943359375,0.9811095279380568,0.9827410326846195,0.997158203125,0.9968129821259797,0.9974661244927279,0.994951171875,0.010050786664693372
reference_gpt,ood_dev,25000,5,102400,100390,102162,509694,512000,0.98037109375,0.9795032458877102,0.9812029014452608,0.99767578125,0.9973615888553815,0.9979526351816763,0.99549609375,0.008705526350181937
reference_gpt,ood_dev,25000,6,102400,99854,101807,611501,614400,0.97513671875,0.9741650500865181,0.9760727399589865,0.994208984375,0.9937253397072083,0.9946555506786356,0.9952815755208333,0.020018109508845458
reference_gpt,ood_dev,25000,7,102400,99478,100436,711937,716800,0.97146484375,0.9704272545859406,0.9724670609444755,0.9808203125,0.9799620313312276,0.9816425197988021,0.9932156808035715,0.07201100970039498
reference_gpt,ood_dev,25000,8,102400,99012,101745,813682,819200,0.9669140625,0.9658009242519646,0.9679921702039006,0.993603515625,0.9930963701450949,0.9940736281664527,0.99326416015625,0.0258127870428759
reference_gpt,ood_dev,25000,9,102400,95872,98921,912603,921600,0.93625,0.9347372203828292,0.9377300496651171,0.966025390625,0.9648981836908033,0.9671176336882721,0.9902376302083333,0.11076493409405451
reference_gpt,ood_dev,25000,10,102400,89637,94539,1007142,1024000,0.875361328125,0.8733241322544107,0.8773703622574291,0.923232421875,0.9215859168446441,0.9248471736059278,0.983537109375,0.23257050996412257
reference_gpt,ood_dev,25000,11,102400,13097,14488,1021630,1126400,0.127900390625,0.1258687569359685,0.1299599413395307,0.141484375,0.13936317270623524,0.14363247517162545,0.9069868607954545,3.266694789614379
reference_gpt,ood_dev,25000,12,102400,537,2387,1024017,1228800,0.005244140625,0.004819941443434317,0.005705459200389409,0.023310546875,0.022404101650450297,0.024252756048994416,0.83334716796875,4.056042132551306
reference_gpt,ood_dev,25000,13,102400,12,1748,1025765,1331200,0.0001171875,6.703989323386348e-05,0.00020483915372444735,0.0170703125,0.01629485877987003,0.017881998347389922,0.770556640625,4.102884042278165
reference_gpt,ood_dev,25000,14,102400,0,1696,1027461,1433600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0165625,0.01579874964096129,0.017362520585275803,0.7166999162946428,4.146893083969481
reference_gpt,ood_dev,25000,15,102400,0,1650,1029111,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01611328125,0.01536004183054854,0.01690282459862987,0.669994140625,4.492217886069648
reference_gpt,ood_dev,25000,16,102400,0,1684,1030795,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0164453125,0.015684289562204114,0.017242614456104623,0.6291473388671875,7.141426977770028
reference_gpt,ood_dev,25000,17,102400,0,1658,1032453,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01619140625,0.01543632790693115,0.016982782660866155,0.5930911075367648,7.6961327654083656
reference_gpt,ood_dev,25000,18,102400,0,1676,1034129,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0163671875,0.01560798851048257,0.017162671369207273,0.5610508897569444,9.18042522872322
reference_gpt,ood_dev,25000,19,102400,0,1690,1035819,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01650390625,0.015741518331602318,0.017302568790670596,0.5323905222039473,8.33135749248526
reference_gpt,ood_dev,25000,20,102400,0,1677,1037496,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016376953125,0.015617525892619095,0.017172664504398104,0.50658984375,7.45375880054319
reference_gpt,ood_dev,25000,21,102400,0,1655,1039151,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016162109375,0.015407720082225901,0.016952798933589322,0.48323614211309524,5.230826201904884
reference_gpt,ood_dev,25000,22,102400,0,1760,1040911,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0171875,0.016409371578367776,0.01800185175682053,0.46205211292613635,4.614343365187003
reference_gpt,ood_dev,25000,23,102400,0,1754,1042665,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01712890625,0.016352113976826295,0.017941926254397833,0.44270762567934785,5.336277693932625
reference_gpt,ood_dev,25000,24,102400,0,1673,1044338,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016337890625,0.01557937679287261,0.017132691534835136,0.4249422200520833,8.458920850873762
reference_gpt,ood_dev,25000,25,102400,0,1689,1046027,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016494140625,0.01573198002662403,0.017292576578321527,0.408604296875,11.27765211055584
reference_gpt,ood_dev,25000,26,102400,0,1683,1047710,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016435546875,0.01567475168184742,0.01723262181913395,0.39352088341346153,10.313693752227325
reference_gpt,ood_dev,25000,27,102400,0,1772,1049482,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0173046875,0.01652389394704792,0.018121695596068733,0.3795869502314815,11.203542111631155
reference_gpt,ood_dev,25000,28,102400,0,1755,1051237,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017138671875,0.016361656743758564,0.01795191400479293,0.3666423688616071,11.374047406893162
reference_gpt,ood_dev,25000,29,102400,0,1647,1052884,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016083984375,0.015331435756104178,0.016872839121092133,0.35455414870689655,8.431411661722615
reference_gpt,ood_dev,25000,30,102400,0,1708,1054592,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0166796875,0.015913219826744453,0.017482416607420986,0.34329166666666666,12.003730851120176
reference_gpt,ood_dev,25000,31,102400,0,1694,1056286,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01654296875,0.015779672256443042,0.017342536935139326,0.3327513860887097,15.335392099469791
reference_gpt,ood_dev,25000,32,102400,0,1759,1058045,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017177734375,0.016399828478305734,0.017991864339555207,0.32288970947265627,12.084469787174099
reference_gpt,ood_dev,25000,33,102400,0,1673,1059718,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016337890625,0.01557937679287261,0.017132691534835136,0.31360026041666667,9.292139679659607
