arm,role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
seq,ood_dev,25000,11,102400,5,1808,587791,1126400,4.8828125e-05,2.0856631032296734e-05,0.0001143087946344752,0.01765625,0.016867517529074724,0.018481170637826987,0.5218314985795455,4.092449887290131
seq,ood_dev,25000,12,102400,1,1784,589575,1228800,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.017421875,0.01663842579060641,0.0182415299604386,0.47979736328125,4.095193337250967
seq,ood_dev,25000,13,102400,0,1718,591293,1331200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.4441804387019231,4.095883297114633
seq,ood_dev,25000,14,102400,0,1686,592979,1433600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01646484375,0.015703365535630627,0.017262599517332833,0.4136293247767857,4.095590533963405
seq,ood_dev,25000,15,102400,0,1771,594750,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017294921875,0.016514350053133026,0.01811170897265627,0.38720703125,4.095641956571489
seq,ood_dev,25000,16,102400,0,1655,596405,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016162109375,0.015407720082225901,0.016952798933589322,0.3640167236328125,4.09568918540841
seq,ood_dev,25000,17,102400,0,1721,598126,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016806640625,0.01603724047903842,0.017612292680382738,0.34359260110294115,4.095187308399472
seq,ood_dev,25000,18,102400,0,1675,599801,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016357421875,0.015598451199770717,0.01715267816259176,0.3254128689236111,4.095524325219449
seq,ood_dev,25000,19,102400,0,1711,601512,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.3091652960526316,4.095427858766634
seq,ood_dev,25000,20,102400,0,1707,603219,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016669921875,0.01590368026112528,0.0174724256557128,0.29454052734375,4.095550467460416
