role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
ood_dev,5000,24,102400,0,1631,1391891,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015927734375,0.015178881208795401,0.01671290539116311,0.5663618977864583,13.704258593388204
ood_dev,5000,25,102400,0,1780,1393671,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0173828125,0.016600247462472947,0.018201586219262614,0.544402734375,15.131399729542045
ood_dev,5000,26,102400,0,1725,1395396,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016845703125,0.016075403021209946,0.01765225220752066,0.524112079326923,16.657139036371667
ood_dev,5000,27,102400,0,1744,1397140,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01703125,0.016256689990451302,0.0178420450674992,0.5053313078703704,18.144848375199967
ood_dev,5000,28,102400,0,1734,1398874,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01693359375,0.01616127274001894,0.017742157144657933,0.48788853236607144,19.531236419905813
ood_dev,5000,29,102400,0,1722,1400596,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01681640625,0.016046781011694225,0.017622282665054292,0.47164466594827587,20.70492959039576
ood_dev,5000,30,102400,0,1749,1402345,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017080078125,0.01630440114519587,0.01789198649939144,0.4564925130208333,21.808624103416047
ood_dev,5000,31,102400,0,1670,1404015,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01630859375,0.01555076571978533,0.01710271105594033,0.4422930317540323,22.897578781435858
ood_dev,5000,32,102400,0,1645,1405660,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016064453125,0.01531236540613202,0.01685284843640957,0.428973388671875,24.146538902887254
ood_dev,5000,33,102400,0,1724,1407384,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0168359375,0.01606586228283863,0.01764226242856461,0.416484375,25.226750092748343
ood_dev,5000,34,102400,0,1722,1409106,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01681640625,0.016046781011694225,0.017622282665054292,0.40472943474264705,26.343154791526146
ood_dev,5000,35,102400,0,1663,1410769,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016240234375,0.015484009065332125,0.017032754089101997,0.3936297433035714,27.568516772019215
ood_dev,5000,36,102400,0,1722,1412491,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01681640625,0.016046781011694225,0.017622282665054292,0.3831627061631944,28.83008731891714
dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,6.486767415244898e-05
dev,10000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,9.55181346791889e-05
dev,10000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.00015314341588442914
dev,10000,4,102400,102400,102400,409600,409600,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.00029788370646003146
dev,10000,5,102400,102395,102395,511995,512000,0.999951171875,0.9998856912053655,0.9999791433689678,0.999951171875,0.9998856912053655,0.9999791433689678,0.999990234375,0.0005685550354879099
dev,10000,6,102400,102385,102385,614380,614400,0.999853515625,0.9997583066269857,0.9999112227740738,0.999853515625,0.9997583066269857,0.9999112227740738,0.9999674479166667,0.0009442685004694761
dev,10000,7,102400,102342,102350,716730,716800,0.99943359375,0.999267935201936,0.999561781954047,0.99951171875,0.9993563827385776,0.9996295785560243,0.99990234375,0.001675849040960935
dev,10000,8,102400,102292,102323,819053,819200,0.9989453125,0.9987269136098458,0.9991262776797689,0.999248046875,0.9990603884072679,0.9993982489194954,0.999820556640625,0.0026211840348033867
dev,10000,9,102400,102205,102254,921307,921600,0.998095703125,0.9978093454375543,0.9983446908445799,0.99857421875,0.9983236567113399,0.9987873749198352,0.9996820746527778,0.004207619960625698
dev,10000,10,102400,102092,102179,1023486,1024000,0.9969921875,0.9966376275634656,0.9973094602606767,0.997841796875,0.997538280459542,0.9981079623720809,0.999498046875,0.007057621374539453
dev,10000,11,102400,101907,102026,1125512,1126400,0.995185546875,0.9947426134772077,0.9955913286413727,0.99634765625,0.9959590962250753,0.9966989774554611,0.9992116477272728,0.011946618523487405
dev,10000,12,102400,101565,101755,1227267,1228800,0.991845703125,0.9912761292675759,0.9923783759250463,0.993701171875,0.9931977377396126,0.9941675657452085,0.99875244140625,0.02091434174538247
ood_dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,6.49069739012198e-05
ood_dev,10000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,9.511368449588887e-05
ood_dev,10000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.00014832080991650454
ood_dev,10000,4,102400,102397,102397,409597,409600,0.999970703125,0.9999138592392058,0.9999900363697822,0.999970703125,0.9999138592392058,0.9999900363697822,0.99999267578125,0.00030484709194636525
ood_dev,10000,5,102400,102390,102391,511988,512000,0.99990234375,0.9998202295599984,0.9999469524276979,0.999912109375,0.9998329541276058,0.999953758377418,0.9999765625,0.0005817800497738201
ood_dev,10000,6,102400,102373,102379,614367,614400,0.999736328125,0.9996163891811771,0.9998187740119542,0.999794921875,0.9996864903756401,0.9998658559214554,0.9999462890625,0.0010997667375026421
