role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
dev,25000,5,102400,102374,102377,511967,512000,0.99974609375,0.9996279799998077,0.999826713710651,0.999775390625,0.9996629658993142,0.9998503193631264,0.999935546875,0.0007417369308573707
dev,25000,6,102400,102360,102366,614333,614400,0.999609375,0.9994681629006475,0.9997131035672281,0.99966796875,0.9995360760544642,0.9997623735173754,0.9998909505208333,0.0011496370829168579
dev,25000,7,102400,102346,102354,716687,716800,0.99947265625,0.99931206478972,0.9995957744355726,0.99955078125,0.9994009117003653,0.999663171663546,0.9998423549107143,0.001872158470945532
dev,25000,8,102400,102332,102348,819035,819200,0.9993359375,0.9991583186202075,0.999476093362502,0.9994921875,0.9993341989036343,0.9996127013563129,0.999798583984375,0.002544931434112241
dev,25000,9,102400,102308,102328,921363,921600,0.9991015625,0.9988983859912574,0.9992672935755954,0.999296875,0.9991147176527119,0.9994415722606881,0.9997428385416667,0.0036018399686178664
dev,25000,10,102400,102287,102315,1023678,1024000,0.998896484375,0.9986735621650938,0.9990819765378843,0.999169921875,0.9989738174076627,0.9993285757804814,0.999685546875,0.004561769596471772
dev,25000,11,102400,102255,102285,1125963,1126400,0.998583984375,0.9983342110358201,0.9987963511126822,0.998876953125,0.9986522495411198,0.9990642281272036,0.9996120383522727,0.006335032818139134
dev,25000,12,102400,102182,102223,1228186,1228800,0.99787109375,0.9975695035759508,0.9981353308076543,0.998271484375,0.9979976872817966,0.9985078983122302,0.9995003255208333,0.008930971819689867
ood_dev,25000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,3.3304398915152686e-05
ood_dev,25000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,5.546637489180772e-05
ood_dev,25000,3,102400,102396,102396,307196,307200,0.9999609375,0.9998995558365923,0.9999848092550684,0.9999609375,0.9998995558365923,0.9999848092550684,0.9999869791666667,0.00018474533310158637
ood_dev,25000,4,102400,102389,102391,409587,409600,0.999892578125,0.9998076372259771,0.9999400142443918,0.999912109375,0.9998329541276058,0.999953758377418,0.99996826171875,0.0003468711652110673
ood_dev,25000,5,102400,102375,102382,511969,512000,0.999755859375,0.9996396050278641,0.999834619199922,0.99982421875,0.9997221355543948,0.9998888022946828,0.999939453125,0.0005800893046241585
ood_dev,25000,6,102400,102368,102377,614346,614400,0.9996875,0.9995588896466933,0.9997786209598011,0.999775390625,0.9996629658993142,0.9998503193631264,0.999912109375,0.0008786732115156012
ood_dev,25000,7,102400,102358,102363,716709,716800,0.99958984375,0.9994456792698375,0.9996965261633833,0.999638671875,0.9995020271813618,0.9997378308384958,0.999873046875,0.0016590713933267284
ood_dev,25000,8,102400,102344,102352,819061,819200,0.999453125,0.9992899777075444,0.9995788004830934,0.99953125,0.9993786192504616,0.9996464030787949,0.999830322265625,0.0024189085032299057
ood_dev,25000,9,102400,102313,102327,921388,921600,0.999150390625,0.9989522370091191,0.9993110951443704,0.999287109375,0.9991038370362532,0.9994329223598194,0.9997699652777777,0.00338200861029561
ood_dev,25000,10,102400,102290,102310,1023698,1024000,0.99892578125,0.998705560783839,0.9991085694711211,0.99912109375,0.998919909733904,0.9992848308676036,0.999705078125,0.004833843970312519
ood_dev,25000,11,102400,102267,102293,1125991,1126400,0.998701171875,0.998461083452209,0.9989038449042218,0.998955078125,0.998737596314964,0.9991351254919781,0.9996368963068182,0.006359618729565949
ood_dev,25000,12,102400,102204,102243,1228234,1228800,0.9980859375,0.9977988993841387,0.9983356063806683,0.998466796875,0.9982077310233255,0.9986884649172485,0.9995393880208333,0.00876937673059623
ood_dev,25000,13,102400,77404,77451,1305685,1331200,0.7558984375,0.7532579045823923,0.7585197714638198,0.756357421875,0.7537185484074036,0.7589770619531946,0.9808330829326923,0.984274717699495
ood_dev,25000,14,102400,22118,24725,1330410,1433600,0.21599609375,0.21348631018319142,0.21852718490244666,0.241455078125,0.2388435671928958,0.24408598656517683,0.9280203683035714,3.864999534564786
ood_dev,25000,15,102400,3376,7254,1337664,1536000,0.03296875,0.03189252188985055,0.03408001744635587,0.07083984375,0.06928450623386831,0.07242737929785065,0.870875,6.130718401862269
ood_dev,25000,16,102400,327,2807,1340471,1638400,0.003193359375,0.0028659371040042135,0.0035580549010733463,0.027412109375,0.02642962136449995,0.028430053612437098,0.8181585693359374,7.495803192275157
ood_dev,25000,17,102400,24,1901,1342372,1740800,0.000234375,0.00015751151647495063,0.00034873373841171247,0.018564453125,0.017755589248149257,0.01940943703019719,0.7711236213235294,7.931702592151814
ood_dev,25000,18,102400,1,1731,1344103,1843200,9.765625e-06,1.7238746867777096e-06,5.5319481670543434e-05,0.016904296875,0.01613264888694426,0.017712189445750523,0.7292225477430555,8.051575586874533
ood_dev,25000,19,102400,0,1719,1345822,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016787109375,0.016018159619853447,0.01759231250491299,0.6917259457236842,8.180861941263355
ood_dev,25000,20,102400,0,1720,1347542,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016796875,0.016027700015071877,0.017602302627021917,0.6579794921875,8.34742083072102
ood_dev,25000,21,102400,0,1764,1349306,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0172265625,0.016447544642647142,0.01804180076185061,0.6274674479166666,8.538739552986808
ood_dev,25000,22,102400,0,1722,1351028,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01681640625,0.016046781011694225,0.017622282665054292,0.5997105823863637,8.730686564716452
ood_dev,25000,23,102400,0,1665,1352693,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016259765625,0.015503082034887343,0.017052742154201505,0.5743431555706522,8.922078214426874
ood_dev,25000,24,102400,0,1750,1354443,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01708984375,0.01631394357759699,0.017901974584317686,0.551124267578125,9.085808962211377
ood_dev,25000,25,102400,0,1672,1356115,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016328125,0.01556983969681238,0.017122698113568,0.529732421875,9.207505647816943
ood_dev,25000,26,102400,0,1737,1357852,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016962890625,0.016189897204480646,0.017772124232178315,0.5100105168269231,9.347131978840116
ood_dev,25000,27,102400,0,1707,1359559,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016669921875,0.01590368026112528,0.0174724256557128,0.49173864293981484,9.454080277531029
ood_dev,25000,28,102400,0,1711,1361270,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.47477329799107143,9.56902348582429
ood_dev,25000,29,102400,0,1712,1362982,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01671875,0.01595137878323341,0.017522379720241482,0.4589783135775862,9.610426619172795
ood_dev,25000,30,102400,0,1803,1364785,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017607421875,0.016819787025322986,0.018431248554941913,0.44426595052083334,9.69623258116917
ood_dev,25000,31,102400,0,1699,1366484,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016591796875,0.015827366243986105,0.01739249553423307,0.43047001008064517,9.757724398642894
ood_dev,25000,32,102400,0,1711,1368195,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.41753997802734377,9.815068939519914
ood_dev,25000,33,102400,0,1666,1369861,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01626953125,0.015512618627879053,0.017062736078537158,0.4053802675189394,9.878312539617037
ood_dev,25000,34,102400,0,1682,1371543,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01642578125,0.015665213872477914,0.0172226291111761,0.3939404296875,9.928957783133956
ood_dev,25000,35,102400,0,1757,1373300,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017158203125,0.016380742477780357,0.01797188930542586,0.3831752232142857,9.947683713731385
ood_dev,25000,36,102400,0,1654,1374954,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01615234375,0.015398184286100883,0.01694280421238697,0.37298014322916667,9.998129179066455
dev,30000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,3.356664326661374e-05
dev,30000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,4.901652879865104e-05
dev,30000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.00010720635144769398
dev,30000,4,102400,102391,102391,409591,409600,0.999912109375,0.9998329541276058,0.999953758377418,0.999912109375,0.9998329541276058,0.999953758377418,0.99997802734375,0.0003925864870143059
dev,30000,5,102400,102376,102378,511969,512000,0.999765625,0.9996512662615883,0.999842488483525,0.99978515625,0.9996747063713258,0.9998581094084422,0.999939453125,0.0007987798210863062
dev,30000,6,102400,102367,102372,614341,614400,0.999677734375,0.9995474707523628,0.9997705093368041,0.9997265625,0.99960483075273,0.9998108019230739,0.9999039713541666,0.0013724641730019443
dev,30000,7,102400,102354,102362,716703,716800,0.99955078125,0.9994009117003653,0.999663171663546,0.99962890625,0.9994907196411001,0.9997296078614301,0.9998646763392857,0.0019761807882901303
dev,30000,8,102400,102345,102356,819059,819200,0.999462890625,0.9993010155282553,0.9995872931797098,0.9995703125,0.9994232637005559,0.9996798806980102,0.999827880859375,0.002734913194922314
dev,30000,9,102400,102332,102345,921404,921600,0.9993359375,0.9991583186202075,0.999476093362502,0.999462890625,0.9993010155282553,0.9995872931797098,0.9997873263888889,0.00349917939206802
dev,30000,10,102400,102319,102336,1023740,1024000,0.999208984375,0.9990170512176479,0.9993634640398059,0.999375,0.9992020535530068,0.999510480499012,0.99974609375,0.0043498809778606765
dev,30000,11,102400,102307,102328,1126068,1126400,0.999091796875,0.9988876321827568,0.9992585168667686,0.999296875,0.9991147176527119,0.9994415722606881,0.9997052556818182,0.005090688221289093
dev,30000,12,102400,102291,102314,1228382,1228800,0.998935546875,0.9987162351185682,0.9991174256537193,0.99916015625,0.9989630242542219,0.999319838416595,0.9996598307291666,0.006400262804288863
ood_dev,30000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,3.3557942094795124e-05
ood_dev,30000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,4.804434131525759e-05
ood_dev,30000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,8.628045261659501e-05
ood_dev,30000,4,102400,102397,102397,409597,409600,0.999970703125,0.9999138592392058,0.9999900363697822,0.999970703125,0.9999138592392058,0.9999900363697822,0.99999267578125,0.00022902823431219632
ood_dev,30000,5,102400,102384,102385,511982,512000,0.99984375,0.9997461828910157,0.9999038159927167,0.999853515625,0.9997583066269857,0.9999112227740738,0.99996484375,0.000428937898235357
ood_dev,30000,6,102400,102374,102379,614361,614400,0.99974609375,0.9996279799998077,0.999826713710651,0.999794921875,0.9996864903756401,0.9998658559214554,0.9999365234375,0.0008317179457793266
ood_dev,30000,7,102400,102361,102367,716728,716800,0.999619140625,0.9994794317923406,0.9997213651928625,0.999677734375,0.9995474707523628,0.9997705093368041,0.9998995535714286,0.001657443601189018
ood_dev,30000,8,102400,102357,102367,819095,819200,0.999580078125,0.9994344632702631,0.9996882116456304,0.999677734375,0.9995474707523628,0.9997705093368041,0.999871826171875,0.002012180771151775
ood_dev,30000,9,102400,102353,102363,921458,921600,0.999541015625,0.9993897582662231,0.9996547945803608,0.999638671875,0.9995020271813618,0.9997378308384958,0.9998459201388888,0.002545733740228783
ood_dev,30000,10,102400,102346,102360,1023818,1024000,0.99947265625,0.99931206478972,0.9995957744355726,0.999609375,0.9994681629006475,0.9997131035672281,0.999822265625,0.003029405756380045
ood_dev,30000,11,102400,102338,102361,1126179,1126400,0.99939453125,0.9992239751088952,0.9995276199777785,0.999619140625,0.9994794317923406,0.9997213651928625,0.999803799715909,0.003473882152846096
ood_dev,30000,12,102400,102328,102352,1228531,1228800,0.999296875,0.9991147176527119,0.9994415722606881,0.99953125,0.9993786192504616,0.9996464030787949,0.9997810872395834,0.004286618825676139
ood_dev,30000,13,102400,60694,60711,1289242,1331200,0.59271484375,0.5897020867854182,0.5957206447205633,0.592880859375,0.5898682882272284,0.5958864620733182,0.9684810697115385,1.7614053273164574
ood_dev,30000,14,102400,16758,20424,1309666,1433600,0.16365234375,0.16139900633784046,0.1659309158731336,0.199453125,0.1970169800651607,0.20191181866792499,0.9135505022321428,4.230318860517951
ood_dev,30000,15,102400,2211,5494,1315160,1536000,0.021591796875,0.020719348481873335,0.022500138167955545,0.05365234375,0.05228888876190655,0.05504928627365407,0.8562239583333333,6.741032990591951
ood_dev,30000,16,102400,175,2284,1317444,1638400,0.001708984375,0.0014740062356476504,0.00198134713567078,0.0223046875,0.021417968790845485,0.023227245623880868,0.80410400390625,7.912137530617856
ood_dev,30000,17,102400,11,1866,1319310,1740800,0.000107421875,5.9985755608163145e-05,0.00019236277402278495,0.01822265625,0.01742130642969284,0.019060151742195906,0.7578756893382353,8.101952271089685
ood_dev,30000,18,102400,0,1710,1321020,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01669921875,0.01593229916630613,0.01750239830251404,0.71669921875,8.10842738368403
ood_dev,30000,19,102400,0,1742,1322762,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01701171875,0.016237605999667323,0.017822068023628457,0.6798735608552632,8.119314255416175
ood_dev,30000,20,102400,0,1692,1324454,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0165234375,0.015760595153160015,0.01732255300376763,0.6467060546875,8.17372329401256
ood_dev,30000,21,102400,0,1709,1326163,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016689453125,0.0159227594618247,0.017492407489668103,0.6167052641369047,8.286602905365143
ood_dev,30000,22,102400,0,1720,1327883,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016796875,0.016027700015071877,0.017602302627021917,0.5894367009943182,8.40234711695819
ood_dev,30000,23,102400,0,1662,1329545,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01623046875,0.015474472688896538,0.017022759948210224,0.5645146908967391,8.524723129327613
ood_dev,30000,24,102400,0,1774,1331319,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01732421875,0.016542981932213617,0.01814166864555776,0.541715087890625,8.638987963903638
ood_dev,30000,25,102400,0,1694,1333013,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01654296875,0.015779672256443042,0.017342536935139326,0.520708203125,8.723097156710137
ood_dev,30000,26,102400,0,1655,1334668,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016162109375,0.015407720082225901,0.016952798933589322,0.5013025841346154,8.857937257778321
ood_dev,30000,27,102400,0,1760,1336428,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0171875,0.016409371578367776,0.01800185175682053,0.48337239583333336,8.948631920536572
ood_dev,30000,28,102400,0,1656,1338084,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016171875,0.015417255951115785,0.016962793582026795,0.4666866629464286,9.047217601122538
ood_dev,30000,29,102400,0,1712,1339796,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01671875,0.01595137878323341,0.017522379720241482,0.4511705280172414,9.123091961885729
ood_dev,30000,30,102400,0,1681,1341477,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016416015625,0.015655676134157807,0.01721263633216884,0.4366787109375,9.205654724660999
ood_dev,30000,31,102400,0,1743,1343220,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017021484375,0.016247147961351464,0.017832056579271675,0.4231413810483871,9.267914247202134
ood_dev,30000,32,102400,0,1700,1344920,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0166015625,0.015836905251750164,0.017402487043796374,0.41043701171875,9.34006794154484
ood_dev,30000,33,102400,0,1626,1346546,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01587890625,0.015131211803248851,0.016662922210072855,0.39848070549242426,9.43265305033754
ood_dev,30000,34,102400,0,1691,1348237,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016513671875,0.01575105670713481,0.01731256093246547,0.3872463809742647,9.492756472031761
ood_dev,30000,35,102400,0,1706,1349943,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01666015625,0.015894140765027154,0.017462434634483562,0.376658203125,9.522754108558146
ood_dev,30000,36,102400,0,1695,1351638,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016552734375,0.015789210913578336,0.01735252879533139,0.3666552734375,9.585841536950102
dev,40000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,5.657749263527911e-06
dev,40000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,3.5675240853925982e-06
dev,40000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,6.3948549953496415e-06
dev,40000,4,102400,102398,102398,409598,409600,0.99998046875,0.9999287823158808,0.9999946438104347,0.99998046875,0.9999287823158808,0.9999946438104347,0.9999951171875,6.616991144008489e-05
dev,40000,5,102400,102395,102396,511994,512000,0.999951171875,0.9998856912053655,0.9999791433689678,0.9999609375,0.9998995558365923,0.9999848092550684,0.99998828125,0.00022766295084630377
dev,40000,6,102400,102388,102389,614383,614400,0.9998828125,0.9997951608462756,0.9999329601067661,0.999892578125,0.9998076372259771,0.9999400142443918,0.9999723307291667,0.00035422526217517854
dev,40000,7,102400,102382,102387,716770,716800,0.99982421875,0.9997221355543948,0.9998888022946828,0.999873046875,0.9997827872309603,0.9999258032047541,0.9999581473214286,0.0004676564439049257
dev,40000,8,102400,102380,102387,819157,819200,0.9998046875,0.9996983209212157,0.9998735558932069,0.999873046875,0.9997827872309603,0.9999258032047541,0.999947509765625,0.0006609476153961734
dev,40000,9,102400,102377,102386,921543,921600,0.999775390625,0.9996629658993142,0.9998503193631264,0.99986328125,0.9997705055160856,0.9999185544023014,0.9999381510416666,0.0008377990869474222
dev,40000,10,102400,102371,102379,1023922,1024000,0.999716796875,0.9995933030510014,0.9998027991074752,0.999794921875,0.9996864903756401,0.9998658559214554,0.999923828125,0.0011640199036115988
dev,40000,11,102400,102361,102372,1126294,1126400,0.999619140625,0.9994794317923406,0.9997213651928625,0.9997265625,0.99960483075273,0.9998108019230739,0.9999058948863636,0.0017889231663581195
dev,40000,12,102400,102328,102341,1228635,1228800,0.999296875,0.9991147176527119,0.9994415722606881,0.999423828125,0.9992569299552471,0.9995532566834086,0.99986572265625,0.003526995574388924
ood_dev,40000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,5.625024246799226e-06
ood_dev,40000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,3.5504480459014332e-06
ood_dev,40000,3,102400,102400,102400,307200,307200,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,7.794792807485213e-06
ood_dev,40000,4,102400,102398,102398,409598,409600,0.99998046875,0.9999287823158808,0.9999946438104347,0.99998046875,0.9999287823158808,0.9999946438104347,0.9999951171875,5.387491322462211e-05
ood_dev,40000,5,102400,102396,102397,511995,512000,0.9999609375,0.9998995558365923,0.9999848092550684,0.999970703125,0.9999138592392058,0.9999900363697822,0.999990234375,0.00012345093846489116
ood_dev,40000,6,102400,102390,102392,614387,614400,0.99990234375,0.9998202295599984,0.9999469524276979,0.999921875,0.9998458314166382,0.9999604116057129,0.9999788411458334,0.00033735751415413435
ood_dev,40000,7,102400,102385,102386,716773,716800,0.999853515625,0.9997583066269857,0.9999112227740738,0.99986328125,0.9997705055160856,0.9999185544023014,0.9999623325892857,0.0005991136923703584
ood_dev,40000,8,102400,102383,102390,819163,819200,0.999833984375,0.9997341277518229,0.9998963406145821,0.99990234375,0.9998202295599984,0.9999469524276979,0.999954833984375,0.0008016557363181586
ood_dev,40000,9,102400,102375,102380,921543,921600,0.999755859375,0.9996396050278641,0.999834619199922,0.9998046875,0.9996983209212157,0.9998735558932069,0.9999381510416666,0.0011061495955744232
ood_dev,40000,10,102400,102371,102380,1023923,1024000,0.999716796875,0.9995933030510014,0.9998027991074752,0.9998046875,0.9996983209212157,0.9998735558932069,0.9999248046875,0.0014827629118750857
ood_dev,40000,11,102400,102365,102373,1126296,1126400,0.999658203125,0.9995247045222765,0.9997542145322359,0.999736328125,0.9996163891811771,0.9998187740119542,0.9999076704545454,0.0019227117901572891
ood_dev,40000,12,102400,102342,102351,1228647,1228800,0.99943359375,0.999267935201936,0.999561781954047,0.999521484375,0.9993674942137358,0.9996379975981935,0.99987548828125,0.0035063242938633034
ood_dev,40000,13,102400,44447,44458,1273105,1331200,0.434052734375,0.4310195747071677,0.4370908417811521,0.43416015625,0.43112690508557355,0.4371983470933471,0.9563589242788462,3.2818774023237722
ood_dev,40000,14,102400,10373,14244,1287349,1433600,0.101298828125,0.09946573310222442,0.10316183597353878,0.1391015625,0.13699556485980613,0.14123463679017806,0.8979833984375,6.871915392107952
ood_dev,40000,15,102400,1487,4856,1292205,1536000,0.014521484375,0.013806781796134104,0.015272610308684181,0.047421875,0.0461369856607054,0.04874071931999782,0.841279296875,10.140114118125188
ood_dev,40000,16,102400,166,2453,1294658,1638400,0.00162109375,0.001392680529500557,0.001886898185871609,0.023955078125,0.023036231428834125,0.024909640414216526,0.790196533203125,12.240718841399836
ood_dev,40000,17,102400,20,1870,1296528,1740800,0.0001953125,0.00012644410679300263,0.0003016790787842098,0.01826171875,0.01745950643815584,0.01910007380304236,0.7447886029411764,13.228260434289222
ood_dev,40000,18,102400,2,1770,1298298,1843200,1.953125e-05,5.356189565375578e-06,7.121768411930826e-05,0.01728515625,0.0165048062250697,0.01810172228339223,0.7043717447916666,13.770577070409301
ood_dev,40000,19,102400,0,1672,1299970,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016328125,0.01556983969681238,0.017122698113568,0.6681589226973684,14.019364120865534
ood_dev,40000,20,102400,0,1769,1301739,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017275390625,0.016495262462912757,0.018091735528221815,0.63561474609375,14.17439179541896
ood_dev,40000,21,102400,0,1729,1303468,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016884765625,0.01611356665865825,0.01769221063938181,0.6061514136904762,14.407821534171463
ood_dev,40000,22,102400,0,1774,1305242,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01732421875,0.016542981932213617,0.01814166864555776,0.5793865411931818,14.573724535833103
ood_dev,40000,23,102400,0,1764,1307006,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0172265625,0.016447544642647142,0.01804180076185061,0.5549448029891304,14.676868164301005
ood_dev,40000,24,102400,0,1679,1308685,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016396484375,0.01563660087091516,0.017192650560756764,0.5325052897135417,14.7555889006471
ood_dev,40000,25,102400,0,1748,1310433,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0170703125,0.01629485877987003,0.017881998347389922,0.511887890625,14.804746330037322
ood_dev,40000,26,102400,0,1700,1312133,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0166015625,0.015836905251750164,0.017402487043796374,0.49283841646634613,14.893613663311696
ood_dev,40000,27,102400,0,1739,1313872,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016982421875,0.016208980519679686,0.017792101951634,0.47521412037037036,14.84068640044477
ood_dev,40000,28,102400,0,1702,1315574,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.45883579799107144,14.843370693651718
ood_dev,40000,29,102400,0,1651,1317225,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016123046875,0.015369577334964322,0.016912819611541452,0.4435698410560345,14.870266856568904
ood_dev,40000,30,102400,0,1694,1318919,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01654296875,0.015779672256443042,0.017342536935139326,0.42933561197916664,14.819353169350148
ood_dev,40000,31,102400,0,1715,1320634,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016748046875,0.015979998727640964,0.017552351327816018,0.41602633568548386,14.778612084072215
ood_dev,40000,32,102400,0,1678,1322312,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01638671875,0.015627063346117524,0.017182657568227042,0.40353759765625,14.806978074884016
ood_dev,40000,33,102400,0,1737,1324049,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016962890625,0.016189897204480646,0.017772124232178315,0.391823212594697,14.78827944517148
ood_dev,40000,34,102400,0,1732,1325781,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0169140625,0.016142190103274327,0.01772217874674782,0.3807964728860294,14.70186293983651
ood_dev,40000,35,102400,0,1762,1327543,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01720703125,0.01642845797781226,0.01802182639203077,0.370408203125,14.620267175016842
ood_dev,40000,36,102400,0,1709,1329252,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016689453125,0.0159227594618247,0.017492407489668103,0.3605826822916667,14.62533489223208
dev,50000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,4.828846034152234e-07
dev,50000,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,1.1819584788106824e-05
dev,50000,3,102400,102399,102399,307199,307200,0.999990234375,0.9999446805183295,0.9999982761253133,0.999990234375,0.9999446805183295,0.9999982761253133,0.9999967447916667,2.9424125238846493e-05
dev,50000,4,102400,102396,102396,409595,409600,0.9999609375,0.9998995558365923,0.9999848092550684,0.9999609375,0.9998995558365923,0.9999848092550684,0.99998779296875,0.0002074713045208066
dev,50000,5,102400,102388,102390,511985,512000,0.9998828125,0.9997951608462756,0.9999329601067661,0.99990234375,0.9998202295599984,0.9999469524276979,0.999970703125,0.0004820679578815244
dev,50000,6,102400,102378,102382,614367,614400,0.99978515625,0.9996747063713258,0.9998581094084422,0.99982421875,0.9997221355543948,0.9998888022946828,0.9999462890625,0.0008421184054636549
dev,50000,7,102400,102366,102376,716743,716800,0.99966796875,0.9995360760544642,0.9997623735173754,0.999765625,0.9996512662615883,0.999842488483525,0.9999204799107143,0.001260793347435873
dev,50000,8,102400,102356,102368,819111,819200,0.9995703125,0.9994232637005559,0.9996798806980102,0.9996875,0.9995588896466933,0.9997786209598011,0.999891357421875,0.0018516885730320168
dev,50000,9,102400,102350,102364,921475,921600,0.99951171875,0.9993563827385776,0.9996295785560243,0.9996484375,0.9995133551962606,0.9997460333409244,0.9998643663194444,0.002617335895603098
dev,50000,10,102400,102346,102362,1023837,1024000,0.99947265625,0.99931206478972,0.9995957744355726,0.99962890625,0.9994907196411001,0.9997296078614301,0.9998408203125,0.0030696053084290466
dev,50000,11,102400,102341,102360,1126197,1126400,0.999423828125,0.9992569299552471,0.9995532566834086,0.999609375,0.9994681629006475,0.9997131035672281,0.9998197798295455,0.0034196986570553833
