first_update,update,updates_in_bin,training_seconds,loss,token_accuracy,whole_word_exact,grad_norm
2801,2900,100,161.92821012999593,0.032612883374094966,0.9933260303735733,0.9514453125,6.709923152923584
2901,3000,100,167.43261321299997,0.031638419143855574,0.9932869678735733,0.9520703125,7.003511838912964
3001,3100,100,172.9499958460019,0.029214074490591883,0.9934847193956375,0.953095703125,6.539472370147705
3101,3200,100,178.43372927899873,0.026069106739014386,0.9941154193878173,0.958291015625,5.897356371879578
3201,3300,100,183.88367798200125,0.023019768754020332,0.994819358587265,0.96212890625,5.2190684533119205
3301,3400,100,189.3534269769998,0.021443758532404898,0.9950724470615387,0.9640234375,4.885773165225983
3401,3500,100,194.86614223200468,0.020893586771562694,0.9951294177770614,0.964619140625,4.748310871124268
3501,3600,100,200.42277583200212,0.019100876022130252,0.9955403846502304,0.9672265625,4.221223117113113
3601,3700,100,205.88099119900562,0.01600707252509892,0.9963859248161316,0.973212890625,3.603766396045685
3701,3800,100,211.32661356200333,0.016007665498182177,0.9962728077173233,0.972314453125,3.723464250564575
3801,3900,100,216.81192175100205,0.015360764754004776,0.9962361860275268,0.972236328125,3.4191045606136323
3901,4000,100,222.28472437400615,0.015136156310327352,0.9962996625900269,0.973125,3.3207396256923674
4001,4100,100,227.78730213000017,0.013534845360554755,0.9967236548662186,0.97607421875,3.0274382185935975
4101,4200,100,233.2631931850019,0.013615539819002152,0.9965299659967423,0.97451171875,3.1141039192676545
4201,4300,100,238.7193380120052,0.013394918078556656,0.9965397322177887,0.974599609375,2.96577787399292
4301,4400,100,244.1857136040062,0.012518983646295966,0.9968237507343293,0.97701171875,2.8242086136341094
4401,4500,100,249.69199971100443,0.011704222485423087,0.9970337104797363,0.978486328125,2.601310120820999
4501,4600,100,255.16457963900484,0.0107914097327739,0.9972811102867126,0.979990234375,2.4103331166505813
4601,4700,100,260.67150087800746,0.011318539083003998,0.997067893743515,0.97822265625,2.518797890543938
4701,4800,100,266.1821989940054,0.010462556430138648,0.9972672748565674,0.97990234375,2.2840716671943664
4801,4900,100,271.72546282300755,0.010417929147370159,0.9972094929218293,0.979462890625,2.2869714808464052
4901,5000,100,277.2315332680073,0.010049184365198017,0.997349466085434,0.980224609375,2.1954225236177445
5001,5100,100,282.66335225600596,0.009992310744710266,0.9972900581359864,0.980166015625,2.1726721286773683
5101,5200,100,288.0685636260023,0.00972883999813348,0.9974096888303756,0.98134765625,2.0679125517606733
5201,5300,100,293.5917362420032,0.008481212267652154,0.9977921724319458,0.983486328125,1.8335295844078063
5301,5400,100,299.060427051003,0.008436806444078683,0.997739275097847,0.98353515625,1.8172629064321517
5401,5500,100,304.51361327900304,0.008394114864058793,0.9977466034889221,0.98349609375,1.804997280240059
5501,5600,100,309.93617366500075,0.008379812573548407,0.9977514863014221,0.983779296875,1.7598741710186006
5601,5700,100,315.3424654760038,0.007020787603687495,0.9981771045923233,0.986220703125,1.5352839690446853
5701,5800,100,320.8755316270035,0.007708938785362988,0.9978938990831375,0.98515625,1.6450885456800461
5801,5900,100,326.3279720390019,0.00736298092873767,0.9980241072177887,0.98560546875,1.5608491957187653
5901,6000,100,331.7540708159995,0.007417370416224003,0.9979712104797364,0.985029296875,1.5901954275369645
6001,6100,100,337.21219092400406,0.00662834863178432,0.9982129102945327,0.98701171875,1.4471330451965332
6101,6200,100,342.73944491500424,0.0070513594197109345,0.9980420130491257,0.9858203125,1.4847685176134109
6201,6300,100,348.25149775800946,0.006621254886267707,0.9981673383712768,0.986787109375,1.4120463106036185
6301,6400,100,353.71386655700735,0.006290400906000287,0.9982682514190674,0.987607421875,1.3608066058158874
6401,6500,100,359.1711987120061,0.006162657283712178,0.9983455610275268,0.9880078125,1.3254156148433685
6501,6600,100,364.6886189520101,0.006183886311482638,0.9982584822177887,0.987587890625,1.3298213809728623
6601,6700,100,370.26094149501023,0.00624236372532323,0.9982422125339508,0.98744140625,1.3338258492946624
6701,6800,100,375.73827885200717,0.005864570261910558,0.9983878803253173,0.98810546875,1.2534296357631682
6801,6900,100,381.18847641000866,0.006324558483902365,0.9981486213207245,0.98734375,1.375311599969864
6901,7000,100,386.6700352930093,0.0062435611290857194,0.9982096552848816,0.98763671875,1.3285407346487046
7001,7100,100,392.14132730200527,0.005825913046719506,0.998321960568428,0.988427734375,1.2592599946260452
7101,7200,100,397.656104100005,0.005299474047496915,0.9985433113574982,0.9897265625,1.1280077284574508
7201,7300,100,403.15753645100085,0.005431006520520896,0.9984057778120041,0.98869140625,1.1580886399745942
7301,7400,100,408.63958268100487,0.005050065022660419,0.9986173695325852,0.990361328125,1.0761999261379243
7401,7500,100,414.18768422200446,0.0052962195256259295,0.9984692597389221,0.98919921875,1.1027307415008545
7501,7600,100,419.7099722200037,0.005542748991865664,0.9984204310178757,0.98921875,1.1490598982572555
7601,7700,100,425.19785308799874,0.004868973802076653,0.9986222523450852,0.9902734375,1.05411403298378
7701,7800,100,430.66629798899703,0.0051329695538152005,0.9984912288188934,0.99013671875,1.0837559843063354
7801,7900,100,436.1614820369932,0.00492072640452534,0.998614113330841,0.99060546875,1.032598460316658
7901,8000,100,441.68695200199545,0.004900598289677874,0.9985840058326722,0.99017578125,1.0666334068775176
8001,8100,100,447.2261857639951,0.003999149427982047,0.9989078968763352,0.99234375,0.8748006781935692
8101,8200,100,452.7180950309976,0.004334986557951197,0.9987223500013351,0.991083984375,0.9582600206136703
8201,8300,100,458.1973187789954,0.0046427378710359336,0.9986629444360733,0.990859375,0.9889038982987404
8301,8400,100,463.64330039000015,0.004386558765545488,0.9987451350688934,0.991376953125,0.9692561927437783
8401,8500,100,469.17013109800337,0.0041811849072109905,0.9988094300031662,0.99201171875,0.8907083666324616
8501,8600,100,474.66276660700805,0.0045477698661852625,0.9986963081359863,0.991123046875,0.9621622915565967
8601,8700,100,480.1339360420061,0.004870229914085939,0.9985937690734863,0.99068359375,1.0377716505527497
8701,8800,100,485.5895525970036,0.004529203113052062,0.9987410700321198,0.991826171875,0.9232061237096787
8801,8900,100,491.0566102960038,0.003820750885643065,0.9989095240831375,0.99291015625,0.825217193365097
8901,9000,100,496.59731611200095,0.004106578045757488,0.9988167536258697,0.991923828125,0.8751055720448494
9001,9100,100,502.04027156899974,0.004369073266861961,0.9987736183404923,0.991875,0.8882381156086921
9101,9200,100,507.42187362000095,0.0042877475719433275,0.9987492060661316,0.991611328125,0.9147135657072067
9201,9300,100,512.8177170439958,0.003741601477377117,0.9989998584985733,0.99337890625,0.8026730696856975
9301,9400,100,518.2590513589985,0.004111480693682097,0.9987654840946197,0.991728515625,0.8811902451515198
9401,9500,100,523.6784568770036,0.0035853837511967868,0.9989909082651138,0.993154296875,0.7603057062625885
9501,9600,100,529.0888471409953,0.0038870983390370383,0.9989559131860734,0.993154296875,0.8148409827053547
9601,9700,100,534.491611391998,0.003458826188580133,0.9990267121791839,0.99357421875,0.7428488631546497
9701,9800,100,539.8990150359996,0.00452903141384013,0.9986556202173233,0.991484375,0.9476652759313583
9801,9900,100,545.3759676200052,0.0034234243619721385,0.9990478724241256,0.994091796875,0.7288859535753727
9901,10000,100,550.8098137759989,0.0035924161021830513,0.9990055561065674,0.993408203125,0.7770328372716904
