arm,comparison_role,role,update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
seq,primary,ood_dev,50000,34,102400,0,1724,726638,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0168359375,0.01606586228283863,0.01764226242856461,0.20870806525735294,4.095785079326015
seq,primary,ood_dev,50000,35,102400,0,1725,728363,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016845703125,0.016075403021209946,0.01765225220752066,0.20322628348214286,4.096048877632711
seq,primary,ood_dev,50000,36,102400,0,1642,730005,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01603515625,0.015283760431974203,0.016822861858585305,0.19802652994791667,4.095993814738467
seq_rope,primary,dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01705381561430812
seq_rope,primary,dev,10000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.07405136271439906
seq_rope,primary,dev,10000,3,102400,100494,102099,305193,307200,0.98138671875,0.9805406710511432,0.9821966500838736,0.997060546875,0.9967098001573007,0.9973740012881331,0.993466796875,0.015527743095132362
seq_rope,primary,dev,10000,4,102400,99763,100464,405657,409600,0.974248046875,0.9732599636213268,0.9752005493473879,0.98109375,0.9802413503706984,0.9819100552444975,0.99037353515625,0.07194784007688936
seq_rope,primary,dev,10000,5,102400,96732,98989,504646,512000,0.9446484375,0.9432311358945005,0.9460323790549778,0.966689453125,0.9655727394252929,0.967771153132043,0.98563671875,0.11661386589945748
seq_rope,primary,dev,10000,6,102400,88667,92267,596913,614400,0.865888671875,0.8637877509083178,0.8679621417959802,0.901044921875,0.8992009482106293,0.9028588068721743,0.9715380859375,0.3493827059029753
seq_rope,primary,dev,10000,7,102400,15394,17694,614607,716800,0.15033203125,0.14815613625038715,0.15253416032606415,0.17279296875,0.17048962898350595,0.17512085744587957,0.857431640625,3.03647611013024
seq_rope,primary,dev,10000,8,102400,1098,3893,618500,819200,0.01072265625,0.010109931117234794,0.011372089747239404,0.038017578125,0.0368634866282258,0.03920633016622715,0.7550048828125,3.9231942074610435
seq_rope,primary,dev,10000,9,102400,61,2087,620587,921600,0.000595703125,0.0004638245523158499,0.000765049843683233,0.020380859375,0.01953323843707859,0.021264464064157315,0.6733799913194445,4.076645388701581
seq_rope,primary,dev,10000,10,102400,0,1823,622410,1024000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017802734375,0.017010718595997867,0.018630927330814288,0.607822265625,4.098513438538649
seq_rope,primary,dev,10000,11,102400,0,1698,624108,1126400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01658203125,0.01581782730622608,0.017382503954665736,0.5540731534090909,4.098173829826992
seq_rope,primary,dev,10000,12,102400,0,1698,625806,1228800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01658203125,0.01581782730622608,0.017382503954665736,0.5092822265625,4.097929994347505
seq_rope,primary,ood_dev,10000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.017049900597219222
seq_rope,primary,ood_dev,10000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.07337947540792773
seq_rope,primary,ood_dev,10000,3,102400,100508,102083,305191,307200,0.9815234375,0.980680372165165,0.9823303762124348,0.996904296875,0.9965448977635999,0.9972264154045963,0.9934602864583333,0.017225096594293533
seq_rope,primary,ood_dev,10000,4,102400,99820,100489,405680,409600,0.9748046875,0.9738268493265787,0.9757469031297956,0.981337890625,0.9804907806100603,0.9821488879383197,0.9904296875,0.07076128921030861
seq_rope,primary,ood_dev,10000,5,102400,96695,98918,504598,512000,0.944287109375,0.9428655267551049,0.9456753590532609,0.96599609375,0.9648684265173272,0.9670887993097658,0.98554296875,0.11878559610616239
seq_rope,primary,ood_dev,10000,6,102400,88610,92321,596919,614400,0.86533203125,0.8632274767830319,0.8674091764336067,0.901572265625,0.8997326178334453,0.9033817851850363,0.9715478515625,0.35109175923499447
seq_rope,primary,ood_dev,10000,7,102400,15176,17439,614358,716800,0.148203125,0.14604014270271912,0.15039250109636712,0.170302734375,0.16801277596348466,0.17261742854742332,0.8570842633928571,3.050944740517997
seq_rope,primary,ood_dev,10000,8,102400,1053,3748,618106,819200,0.010283203125,0.00968341292551538,0.010919734659227494,0.0366015625,0.035468695607221205,0.037769196174764146,0.75452392578125,3.9249257685380803
seq_rope,primary,ood_dev,10000,9,102400,44,2047,620153,921600,0.0004296875,0.00032011930198977835,0.0005767362994441386,0.019990234375,0.019150788751683783,0.02086569305645761,0.6729090711805555,4.079561749817222
seq_rope,primary,ood_dev,10000,10,102400,3,1763,621916,1024000,2.9296875e-05,9.963630217849646e-06,8.614076079419689e-05,0.017216796875,0.01643800127708362,0.018031813610086767,0.60733984375,4.098697152474196
seq_rope,primary,ood_dev,10000,11,102400,0,1751,623667,1126400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017099609375,0.016323486077016922,0.017911962602225117,0.553681640625,4.097923224219121
seq_rope,primary,ood_dev,10000,12,102400,0,1752,625419,1228800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017109375,0.0163330286433993,0.0179219505531701,0.50896728515625,4.097748648696579
seq_rope,primary,ood_dev,10000,13,102400,0,1693,627112,1331200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016533203125,0.015770133669616524,0.01733254500463848,0.47108774038461537,4.097843198855408
seq_rope,primary,ood_dev,10000,14,102400,0,1650,628762,1433600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01611328125,0.01536004183054854,0.01690282459862987,0.43858956473214283,4.097771032478195
seq_rope,primary,ood_dev,10000,15,102400,0,1704,630466,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016640625,0.01587506198163439,0.0174424523832216,0.4104596354166667,4.098488721132744
seq_rope,primary,ood_dev,10000,16,102400,0,1777,632243,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017353515625,0.016571614402483354,0.01817162772727011,0.3858905029296875,4.099136371884961
seq_rope,primary,ood_dev,10000,17,102400,0,1664,633907,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01625,0.015493545514017064,0.01704274815774442,0.3641469439338235,4.107576031656936
seq_rope,primary,ood_dev,10000,18,102400,0,1735,635642,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016943359375,0.016170814160317883,0.017752146241686355,0.3448578559027778,4.177282994301058
seq_rope,primary,ood_dev,10000,19,102400,0,1734,637376,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01693359375,0.01616127274001894,0.017742157144657933,0.3275986842105263,4.470578200703021
seq_rope,primary,ood_dev,10000,20,102400,0,1650,639026,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01611328125,0.01536004183054854,0.01690282459862987,0.3120244140625,4.65209919519024
seq_rope,primary,ood_dev,10000,21,102400,0,1677,640703,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016376953125,0.015617525892619095,0.017172664504398104,0.2979459635416667,4.504735845922551
seq_rope,primary,ood_dev,10000,22,102400,0,1744,642447,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01703125,0.016256689990451302,0.0178420450674992,0.28517711292613634,4.497167464855011
seq_rope,primary,ood_dev,10000,23,102400,0,1731,644178,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016904296875,0.01613264888694426,0.017712189445750523,0.2735130774456522,4.417853691789787
seq_rope,primary,ood_dev,10000,24,102400,0,1724,645902,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0168359375,0.01606586228283863,0.01764226242856461,0.26281819661458333,4.227687008262146
seq_rope,primary,ood_dev,10000,25,102400,0,1718,647620,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.2529765625,4.164591461152304
seq_rope,primary,ood_dev,10000,26,102400,0,1649,649269,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016103515625,0.015350506399222991,0.016892829512628053,0.2438660606971154,4.13743805474136
seq_rope,primary,ood_dev,10000,27,102400,0,1635,650904,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015966796875,0.015217018071927147,0.01675289059734082,0.23542534722222222,4.123605963035953
seq_rope,primary,ood_dev,10000,28,102400,0,1669,652573,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016298828125,0.015541228838945096,0.0170927174194532,0.22759940011160715,4.127540895479033
seq_rope,primary,ood_dev,10000,29,102400,0,1678,654251,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01638671875,0.015627063346117524,0.017182657568227042,0.2203162042025862,4.209713148578303
seq_rope,primary,ood_dev,10000,30,102400,0,1750,656001,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01708984375,0.01631394357759699,0.017901974584317686,0.2135419921875,4.210602334749419
seq_rope,primary,ood_dev,10000,31,102400,0,1730,657731,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01689453125,0.016123107738719566,0.01770220007664786,0.20719852570564515,4.1862499588995705
seq_rope,primary,ood_dev,10000,32,102400,0,1628,659359,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0158984375,0.015150279341880386,0.016682915706096046,0.20122039794921875,4.142805433131289
seq_rope,primary,ood_dev,10000,33,102400,0,1698,661057,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01658203125,0.01581782730622608,0.017382503954665736,0.1956252959280303,4.11447714679176
seq_rope,primary,ood_dev,10000,34,102400,0,1656,662713,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016171875,0.015417255951115785,0.016962793582026795,0.1903472541360294,4.1088570792763495
seq_rope,primary,ood_dev,10000,35,102400,0,1802,664515,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01759765625,0.016810241116776817,0.018421263946160716,0.18541155133928572,4.148240082373377
seq_rope,primary,ood_dev,10000,36,102400,0,1734,666249,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01693359375,0.01616127274001894,0.017742157144657933,0.18073160807291666,4.235328704062849
seq_rope,primary,dev,25000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01577909117464458
seq_rope,primary,dev,25000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.07239321636023943
seq_rope,primary,dev,25000,3,102400,100662,102338,305432,307200,0.98302734375,0.982217886874243,0.9838005611717706,0.99939453125,0.9992239751088952,0.9995276199777785,0.9942447916666667,0.0030732375513120437
seq_rope,primary,dev,25000,4,102400,100568,102146,407578,409600,0.982109375,0.9812792254797997,0.9829033539374417,0.99751953125,0.9971956352798654,0.9978061004799545,0.9950634765625,0.008001296981994846
seq_rope,primary,dev,25000,5,102400,100181,101893,509471,512000,0.978330078125,0.9774201666830509,0.9792041025285012,0.995048828125,0.9945999577861572,0.9954605570898399,0.995060546875,0.01639260979393208
seq_rope,primary,dev,25000,6,102400,99565,101615,611086,614400,0.972314453125,0.9712916859227203,0.9733017846151764,0.992333984375,0.9917809965293268,0.9928500345296635,0.9946061197916667,0.026316677189405467
seq_rope,primary,dev,25000,7,102400,96631,99147,710233,716800,0.943662109375,0.9422331607736897,0.9450577719257248,0.968232421875,0.9671405464875719,0.9692891678074874,0.9908384486607142,0.1202279691133754
seq_rope,primary,dev,25000,8,102400,91971,96029,806262,819200,0.898154296875,0.8962868921234656,0.8999918298304389,0.937783203125,0.9362872574618785,0.9392463038064637,0.98420654296875,0.23788987066975806
seq_rope,primary,dev,25000,9,102400,44955,48931,855193,921600,0.439013671875,0.43597643792625884,0.4420554813643611,0.477841796875,0.474783250349671,0.48090200583454307,0.9279437934027778,2.0857498655649427
seq_rope,primary,dev,25000,10,102400,9990,12651,867844,1024000,0.09755859375,0.09575630427904123,0.09939107666034207,0.123544921875,0.12154356648804837,0.12557452105944705,0.84750390625,3.5662563118115727
seq_rope,primary,dev,25000,11,102400,1083,3039,870883,1126400,0.010576171875,0.00996772751847019,0.011221335586093568,0.029677734375,0.028655874132853466,0.030734880864031724,0.7731560724431819,4.020293932482559
seq_rope,primary,dev,25000,12,102400,72,1861,872744,1228800,0.000703125,0.0005584277393119052,0.0008852823472881673,0.018173828125,0.017373557791439877,0.01901024779381206,0.7102408854166666,4.090629000023291
seq_rope,primary,ood_dev,25000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.015777501183601998
seq_rope,primary,ood_dev,25000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.07184124427197192
seq_rope,primary,ood_dev,25000,3,102400,100671,102328,305436,307200,0.983115234375,0.9823077893606182,0.9838864333413417,0.999296875,0.9991147176527119,0.9994415722606881,0.9942578125,0.004216616344245843
seq_rope,primary,ood_dev,25000,4,102400,100585,102147,407583,409600,0.982275390625,0.9814489411275127,0.9830656570842942,0.997529296875,0.997205998223832,0.9978152680533153,0.99507568359375,0.008127764904878543
seq_rope,primary,ood_dev,25000,5,102400,100205,101886,509469,512000,0.978564453125,0.9776592612713646,0.9794337403560442,0.99498046875,0.9945286611082025,0.9953951401465031,0.995056640625,0.016809299976652408
seq_rope,primary,ood_dev,25000,6,102400,99553,101597,611066,614400,0.972197265625,0.9711724393907888,0.9731866649391796,0.992158203125,0.9915991836495642,0.9926802980975337,0.9945735677083334,0.026913136427615007
seq_rope,primary,ood_dev,25000,7,102400,96422,98896,709962,716800,0.94162109375,0.9401684264646073,0.9430406281133885,0.96578125,0.9646502139701183,0.9668773404757729,0.9904603794642857,0.12879554948665162
seq_rope,primary,ood_dev,25000,8,102400,91798,96113,806075,819200,0.89646484375,0.8945839597350929,0.898315982721178,0.938603515625,0.9371166809701945,0.9400574437536462,0.983978271484375,0.23249360443055675
seq_rope,primary,ood_dev,25000,9,102400,44551,48605,854680,921600,0.435068359375,0.4320343404466376,0.43810724984372784,0.474658203125,0.47160070323425474,0.4777176043012391,0.9273871527777777,2.0997929513739715
seq_rope,primary,ood_dev,25000,10,102400,10006,12696,867376,1024000,0.09771484375,0.09591125123892247,0.09954861797769862,0.123984375,0.12197992825811517,0.12601703256911156,0.847046875,3.562096581426796
seq_rope,primary,ood_dev,25000,11,102400,1054,3014,870390,1126400,0.01029296875,0.009692888048632926,0.01092979005343731,0.02943359375,0.028415895594552664,0.030486596469148464,0.7727183948863636,4.020533381898161
seq_rope,primary,ood_dev,25000,12,102400,52,1815,872205,1228800,0.0005078125,0.00038729864368713094,0.0006658010963656878,0.017724609375,0.01693434291570592,0.018551058872487328,0.70980224609375,4.090559645614258
seq_rope,primary,ood_dev,25000,13,102400,3,1719,873924,1331200,2.9296875e-05,9.963630217849646e-06,8.614076079419689e-05,0.016787109375,0.016018159619853447,0.01759231250491299,0.6564933894230769,4.09676153337874
seq_rope,primary,ood_dev,25000,14,102400,0,1685,875609,1433600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016455078125,0.015693827513485862,0.01725260702215024,0.6107763671875,4.096734794620424
seq_rope,primary,ood_dev,25000,15,102400,0,1742,877351,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01701171875,0.016237605999667323,0.017822068023628457,0.5711920572916667,4.096707398905419
seq_rope,primary,ood_dev,25000,16,102400,0,1649,879000,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016103515625,0.015350506399222991,0.016892829512628053,0.5364990234375,4.0972722690925005
seq_rope,primary,ood_dev,25000,17,102400,0,1702,880702,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01662109375,0.015855983477047735,0.017422469853153533,0.50591796875,4.0970722600515
seq_rope,primary,ood_dev,25000,18,102400,0,1660,882362,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0162109375,0.015455400153029908,0.017002771449422124,0.47871202256944445,4.099058050727471
seq_rope,primary,ood_dev,25000,19,102400,0,1754,884116,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01712890625,0.016352113976826295,0.017941926254397833,0.45441817434210524,4.097080881525763
seq_rope,primary,ood_dev,25000,20,102400,0,1705,885821,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016650390625,0.01588460133851014,0.017452443543673216,0.43252978515625,4.09690319333924
seq_rope,primary,ood_dev,25000,21,102400,0,1671,887492,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016318359375,0.015560302672428875,0.01711270462062415,0.41271019345238097,4.09634816469159
seq_rope,primary,ood_dev,25000,22,102400,0,1722,889214,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01681640625,0.016046781011694225,0.017622282665054292,0.3947150213068182,4.0965655599581074
seq_rope,primary,ood_dev,25000,23,102400,0,1671,890885,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016318359375,0.015560302672428875,0.01711270462062415,0.37826299252717394,4.096479229261167
seq_rope,primary,ood_dev,25000,24,102400,0,1752,892637,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017109375,0.0163330286433993,0.0179219505531701,0.3632149251302083,4.096610622385051
seq_rope,primary,ood_dev,25000,25,102400,0,1641,894278,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016025390625,0.015274225587732131,0.016812866185500014,0.34932734375,4.096417380478233
seq_rope,primary,ood_dev,25000,26,102400,0,1645,895923,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016064453125,0.01531236540613202,0.01685284843640957,0.3365095402644231,4.096386044195388
seq_rope,primary,ood_dev,25000,27,102400,0,1727,897650,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016865234375,0.016094484703258225,0.01767223156012711,0.32467086226851855,4.096081096178386
seq_rope,primary,ood_dev,25000,28,102400,0,1693,899343,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016533203125,0.015770133669616524,0.01733254500463848,0.3136659458705357,4.09624624757329
seq_rope,primary,ood_dev,25000,29,102400,0,1649,900992,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016103515625,0.015350506399222991,0.016892829512628053,0.3034051724137931,4.0965605225879695
seq_rope,primary,ood_dev,25000,30,102400,0,1721,902713,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016806640625,0.01603724047903842,0.017612292680382738,0.29385188802083334,4.096060382444412
seq_rope,primary,ood_dev,25000,31,102400,0,1677,904390,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016376953125,0.015617525892619095,0.017172664504398104,0.28490108366935485,4.095981517613399
seq_rope,primary,ood_dev,25000,32,102400,0,1650,906040,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01611328125,0.01536004183054854,0.01690282459862987,0.27650146484375,4.096361395949498
seq_rope,primary,ood_dev,25000,33,102400,0,1735,907775,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016943359375,0.016170814160317883,0.017752146241686355,0.2686360677083333,4.09618062625872
seq_rope,primary,ood_dev,25000,34,102400,0,1715,909490,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016748046875,0.015979998727640964,0.017552351327816018,0.26122759650735294,4.096644271505065
seq_rope,primary,ood_dev,25000,35,102400,0,1698,911188,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01658203125,0.01581782730622608,0.017382503954665736,0.2542377232142857,4.096328025695402
seq_rope,primary,ood_dev,25000,36,102400,0,1733,912921,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016923828125,0.016151731387651833,0.017732167979697674,0.24764567057291667,4.096411568722687
seq_rope,primary,dev,50000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.01981587731405028
seq_rope,primary,dev,50000,2,102400,100694,100694,203094,204800,0.98333984375,0.9825375653655165,0.9841058592349728,0.98333984375,0.9825375653655165,0.9841058592349728,0.991669921875,0.06857712886639834
seq_rope,primary,dev,50000,3,102400,100671,102346,305440,307200,0.983115234375,0.9823077893606182,0.9838864333413417,0.99947265625,0.99931206478972,0.9995957744355726,0.9942708333333333,0.0023167795206212915
seq_rope,primary,dev,50000,4,102400,100603,102255,407695,409600,0.982451171875,0.9816286600616487,0.9832374874620505,0.998583984375,0.9983342110358201,0.9987963511126822,0.99534912109375,0.004872423033901269
seq_rope,primary,dev,50000,5,102400,100386,102075,509770,512000,0.98033203125,0.9794633570243412,0.9811646682393205,0.996826171875,0.9964625290351344,0.9971525399944426,0.99564453125,0.012405145904074892
seq_rope,primary,dev,50000,6,102400,99961,101837,611607,614400,0.976181640625,0.9752296835945493,0.9770978718049832,0.994501953125,0.9940301287546868,0.9949366771509781,0.9954541015625,0.01935047083789364
seq_rope,primary,dev,50000,7,102400,99006,101174,712781,716800,0.96685546875,0.965741396479814,0.9679345148720868,0.98802734375,0.9873426385112528,0.9886754344063705,0.9943931361607142,0.04095595068598981
seq_rope,primary,dev,50000,8,102400,94948,97028,809809,819200,0.9272265625,0.9256194583637039,0.9288016136737594,0.9475390625,0.9461566241581241,0.9488879239202535,0.988536376953125,0.18983406248188606
seq_rope,primary,dev,50000,9,102400,67122,70680,880489,921600,0.65548828125,0.6525718968348075,0.6583930000514613,0.690234375,0.6873951539981641,0.6930593235388612,0.9553917100694445,1.2026221847497784
seq_rope,primary,dev,50000,10,102400,27330,31232,911721,1024000,0.26689453125,0.2641940493157172,0.2696125020801352,0.305,0.30218741472830796,0.3078272152789137,0.8903525390625,2.712147683866294
seq_rope,primary,dev,50000,11,102400,6370,9633,921354,1126400,0.06220703125,0.060744039332995436,0.0637028688813349,0.094072265625,0.09229942815430126,0.09587555809921355,0.8179634232954546,3.644225429380883
seq_rope,primary,dev,50000,12,102400,842,3227,924581,1228800,0.00822265625,0.007687697323541972,0.008794511105127377,0.031513671875,0.030461095800284867,0.032601396454144525,0.7524259440104166,3.9924005346002436
seq_rope,primary,ood_dev,50000,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.019767841164405126
seq_rope,primary,ood_dev,50000,2,102400,100708,100708,203108,204800,0.9834765625,0.9826774469962324,0.98423940484684,0.9834765625,0.9826774469962324,0.98423940484684,0.99173828125,0.06862825916249658
seq_rope,primary,ood_dev,50000,3,102400,100694,102341,305449,307200,0.98333984375,0.9825375653655165,0.9841058592349728,0.999423828125,0.9992569299552471,0.9995532566834086,0.9943001302083333,0.0037999143537588965
seq_rope,primary,ood_dev,50000,4,102400,100645,102274,407723,409600,0.982861328125,0.9820480859952071,0.9836383432562416,0.99876953125,0.9985352945320568,0.9989663474456655,0.99541748046875,0.004381204597173271
seq_rope,primary,ood_dev,50000,5,102400,100439,102081,509804,512000,0.980849609375,0.9799919562338272,0.9816711864481845,0.996884765625,0.9965243005725681,0.9972079515609731,0.9957109375,0.01231201949534077
seq_rope,primary,ood_dev,50000,6,102400,100000,101814,611618,614400,0.9765625,0.975617843233731,0.9774714023415685,0.99427734375,0.9937964294494167,0.9947211745577188,0.9954720052083333,0.019131971899055147
seq_rope,primary,ood_dev,50000,7,102400,99038,101177,712795,716800,0.96716796875,0.9660588885735909,0.9682419993327857,0.988056640625,0.9873727396118637,0.9887039248577418,0.9944126674107143,0.04113085304380043
seq_rope,primary,ood_dev,50000,8,102400,94935,96996,809791,819200,0.927099609375,0.9254912319889035,0.928675943323304,0.9472265625,0.9458403010673235,0.9485792704565785,0.988514404296875,0.1890779110236191
seq_rope,primary,ood_dev,50000,9,102400,66932,70538,880329,921600,0.6536328125,0.6507128039587918,0.6565412946352781,0.68884765625,0.6860050080446455,0.6916761360318943,0.9552180989583333,1.209897294095985
seq_rope,primary,ood_dev,50000,10,102400,27198,31043,911372,1024000,0.26560546875,0.2629092103858816,0.26831931272275894,0.303154296875,0.30034659530249963,0.30597676692985054,0.89001171875,2.7184184577614094
seq_rope,primary,ood_dev,50000,11,102400,6424,9730,921102,1126400,0.062734375,0.06126552456976281,0.0642360315802451,0.09501953125,0.09323861893786999,0.096830827496399,0.8177397017045455,3.6489367627594516
seq_rope,primary,ood_dev,50000,12,102400,845,3145,924247,1228800,0.008251953125,0.007716017406326359,0.008824782574325073,0.030712890625,0.029673587891301395,0.031787401942284244,0.7521541341145833,3.9964227579615437
seq_rope,primary,ood_dev,50000,13,102400,64,1886,926133,1331200,0.000625,0.00048951950098803,0.000797946446993141,0.01841796875,0.01761231616706385,0.01925975235137215,0.695712890625,4.082032002837503
seq_rope,primary,ood_dev,50000,14,102400,4,1807,927940,1433600,3.90625e-05,1.5190744931649625e-05,0.00010044416340775962,0.017646484375,0.016857971300362356,0.018471186349211997,0.6472795758928571,4.096478191297719
seq_rope,primary,ood_dev,50000,15,102400,0,1757,929697,1536000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017158203125,0.016380742477780357,0.01797188930542586,0.605271484375,4.0989174543845
seq_rope,primary,ood_dev,50000,16,102400,0,1690,931387,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01650390625,0.015741518331602318,0.017302568790670596,0.5684735107421875,4.097207618895919
seq_rope,primary,ood_dev,50000,17,102400,0,1732,933119,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0169140625,0.016142190103274327,0.01772217874674782,0.5360288373161765,4.118835163491313
seq_rope,primary,ood_dev,50000,18,102400,0,1688,934807,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016484375,0.015722441792261517,0.017282584295356673,0.5071652560763888,4.117267786883022
seq_rope,primary,ood_dev,50000,19,102400,0,1703,936510,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016630859375,0.01586552269446015,0.017432461153068485,0.48134765625,4.101433300817734
seq_rope,primary,ood_dev,50000,20,102400,0,1780,938290,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0173828125,0.016600247462472947,0.018201586219262614,0.4581494140625,4.096637056944892
seq_rope,primary,ood_dev,50000,21,102400,0,1728,940018,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016875,0.016104025646818412,0.01768222113389429,0.43713634672619045,4.095941996325273
seq_rope,primary,ood_dev,50000,22,102400,0,1693,941711,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016533203125,0.015770133669616524,0.01733254500463848,0.41801802201704547,4.107377974862466
seq_rope,primary,ood_dev,50000,23,102400,0,1680,943391,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01640625,0.015646138466949424,0.017202643482049865,0.400556640625,4.120094089127378
seq_rope,primary,ood_dev,50000,24,102400,0,1700,945091,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0166015625,0.015836905251750164,0.017402487043796374,0.38455851236979166,4.131358292154037
seq_rope,primary,ood_dev,50000,25,102400,0,1712,946803,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01671875,0.01595137878323341,0.017522379720241482,0.369844921875,4.117398212323897
seq_rope,primary,ood_dev,50000,26,102400,0,1615,948418,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015771484375,0.015026345695475042,0.016552952627245668,0.3562267127403846,4.104454312026501
