update,role,length,words,E_seq,E_seq_rope,E_delta_pp,A_seq,A_seq_rope,A_delta_pp,M_seq,M_seq_rope,M_delta_pp
25000,ood_dev,2,102400,0.9834765625,0.9834765625,0.0,0.9834765625,0.9834765625,0.0,0.99173828125,0.99173828125,0.0
25000,ood_dev,3,102400,0.9815234375,0.983115234375,0.15917968749999956,0.996826171875,0.999296875,0.24707031249999734,0.9934342447916666,0.9942578125,0.08235677083333615
25000,ood_dev,4,102400,0.96537109375,0.982275390625,1.6904296875000058,0.974697265625,0.997529296875,2.2832031249999996,0.98875,0.99507568359375,0.6325683593749964
25000,ood_dev,5,102400,0.878642578125,0.978564453125,9.992187499999993,0.894296875,0.99498046875,10.068359375000002,0.969859375,0.995056640625,2.519726562500002
25000,ood_dev,6,102400,0.533642578125,0.972197265625,43.85546874999999,0.571796875,0.992158203125,42.03613281250001,0.903515625,0.9945735677083334,9.105794270833334
25000,ood_dev,7,102400,0.142978515625,0.94162109375,79.8642578125,0.187568359375,0.96578125,77.82128906250001,0.8012374441964286,0.9904603794642857,18.922293526785705
25000,ood_dev,8,102400,0.026455078125,0.89646484375,87.0009765625,0.063447265625,0.938603515625,87.515625,0.709013671875,0.983978271484375,27.496459960937504
25000,ood_dev,9,102400,0.004033203125,0.435068359375,43.103515625,0.030244140625,0.474658203125,44.44140625000001,0.6335948350694445,0.9273871527777777,29.379231770833325
25000,ood_dev,10,102400,0.00048828125,0.09771484375,9.72265625,0.02013671875,0.123984375,10.384765624999998,0.5722490234375,0.847046875,27.479785156250003
25000,ood_dev,11,102400,4.8828125e-05,0.01029296875,1.0244140624999998,0.01765625,0.02943359375,1.1777343750000002,0.5218314985795455,0.7727183948863636,25.088689630681817
25000,ood_dev,12,102400,9.765625e-06,0.0005078125,0.0498046875,0.017421875,0.017724609375,0.030273437499999875,0.47979736328125,0.70980224609375,23.000488281249996
25000,ood_dev,13,102400,0.0,2.9296875e-05,0.0029296875,0.01677734375,0.016787109375,0.0009765625000001527,0.4441804387019231,0.6564933894230769,21.23129507211538
25000,ood_dev,14,102400,0.0,0.0,0.0,0.01646484375,0.016455078125,-0.0009765624999998057,0.4136293247767857,0.6107763671875,19.714704241071423
25000,ood_dev,15,102400,0.0,0.0,0.0,0.017294921875,0.01701171875,-0.028320312499999917,0.38720703125,0.5711920572916667,18.398502604166666
25000,ood_dev,16,102400,0.0,0.0,0.0,0.016162109375,0.016103515625,-0.005859375000000222,0.3640167236328125,0.5364990234375,17.24822998046875
25000,ood_dev,17,102400,0.0,0.0,0.0,0.016806640625,0.01662109375,-0.018554687500000125,0.34359260110294115,0.50591796875,16.23253676470588
25000,ood_dev,18,102400,0.0,0.0,0.0,0.016357421875,0.0162109375,-0.014648437499999861,0.3254128689236111,0.47871202256944445,15.329915364583336
25000,ood_dev,19,102400,0.0,0.0,0.0,0.016708984375,0.01712890625,0.04199218749999997,0.3091652960526316,0.45441817434210524,14.525287828947365
25000,ood_dev,20,102400,0.0,0.0,0.0,0.016669921875,0.016650390625,-0.0019531249999999584,0.29454052734375,0.43252978515625,13.798925781249999
25000,ood_dev,21,102400,0.0,0.0,0.0,0.017138671875,0.016318359375,-0.08203124999999999,0.28133091517857145,0.41271019345238097,13.137927827380953
25000,ood_dev,22,102400,0.0,0.0,0.0,0.01697265625,0.01681640625,-0.015625000000000014,0.26931463068181816,0.3947150213068182,12.540039062500002
25000,ood_dev,23,102400,0.0,0.0,0.0,0.0171484375,0.016318359375,-0.08300781249999979,0.2583508831521739,0.37826299252717394,11.991210937500002
25000,ood_dev,24,102400,0.0,0.0,0.0,0.016298828125,0.017109375,0.08105468749999983,0.248265380859375,0.3632149251302083,11.494954427083332
25000,ood_dev,25,102400,0.0,0.0,0.0,0.016650390625,0.016025390625,-0.06250000000000006,0.23900078125,0.34932734375,11.032656250000002
25000,ood_dev,26,102400,0.0,0.0,0.0,0.016640625,0.016064453125,-0.057617187499999986,0.23044846754807694,0.3365095402644231,10.606107271634615
25000,ood_dev,27,102400,0.0,0.0,0.0,0.01677734375,0.016865234375,0.008789062499999986,0.22253472222222223,0.32467086226851855,10.213614004629632
25000,ood_dev,28,102400,0.0,0.0,0.0,0.01671875,0.016533203125,-0.018554687500000125,0.2151841517857143,0.3136659458705357,9.84817940848214
25000,ood_dev,29,102400,0.0,0.0,0.0,0.016455078125,0.016103515625,-0.03515625000000029,0.20833142510775862,0.3034051724137931,9.507374730603448
25000,ood_dev,30,102400,0.0,0.0,0.0,0.0176953125,0.016806640625,-0.08886718750000001,0.20197688802083333,0.29385188802083334,9.187500000000002
25000,ood_dev,31,102400,0.0,0.0,0.0,0.01669921875,0.016376953125,-0.03222656250000018,0.1960001890120968,0.28490108366935485,8.890089465725806
25000,ood_dev,32,102400,0.0,0.0,0.0,0.016513671875,0.01611328125,-0.040039062500000014,0.1903912353515625,0.27650146484375,8.61102294921875
25000,ood_dev,33,102400,0.0,0.0,0.0,0.016650390625,0.016943359375,0.02929687500000007,0.1851263612689394,0.2686360677083333,8.350970643939393
25000,ood_dev,34,102400,0.0,0.0,0.0,0.01720703125,0.016748046875,-0.045898437500000236,0.18018755744485293,0.26122759650735294,8.104003906250002
25000,ood_dev,35,102400,0.0,0.0,0.0,0.01662109375,0.01658203125,-0.0039062499999999167,0.17551422991071428,0.2542377232142857,7.872349330357145
25000,ood_dev,36,102400,0.0,0.0,0.0,0.01638671875,0.016923828125,0.05371093749999972,0.17109402126736112,0.24764567057291667,7.655164930555555
50000,dev,1,102400,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
50000,dev,2,102400,0.98333984375,0.98333984375,0.0,0.98333984375,0.98333984375,0.0,0.991669921875,0.991669921875,0.0
50000,dev,3,102400,0.982421875,0.983115234375,0.06933593750000355,0.9984765625,0.99947265625,0.09960937499999822,0.9939388020833333,0.9942708333333333,0.03320312500000311
50000,dev,4,102400,0.971123046875,0.982451171875,1.1328125000000022,0.98556640625,0.998583984375,1.301757812499993,0.991845703125,0.99534912109375,0.3503417968749978
50000,dev,5,102400,0.927109375,0.98033203125,5.322265625,0.9458984375,0.996826171875,5.092773437499998,0.98265625,0.99564453125,1.2988281249999956
50000,dev,6,102400,0.7838671875,0.976181640625,19.231445312500007,0.818955078125,0.994501953125,17.5546875,0.9553727213541666,0.9954541015625,4.008138020833341
50000,dev,7,102400,0.474638671875,0.96685546875,49.2216796875,0.535478515625,0.98802734375,45.2548828125,0.8953878348214286,0.9943931361607142,9.900530133928564
50000,dev,8,102400,0.184619140625,0.9272265625,74.2607421875,0.25546875,0.9475390625,69.20703125,0.81539794921875,0.988536376953125,17.313842773437504
50000,dev,9,102400,0.0480859375,0.65548828125,60.740234375,0.105390625,0.690234375,58.484375,0.7365082465277778,0.9553917100694445,21.888346354166664
50000,dev,10,102400,0.010322265625,0.26689453125,25.6572265625,0.049111328125,0.305,25.588867187499996,0.6677685546875,0.8903525390625,22.258398437500006
50000,dev,11,102400,0.001904296875,0.06220703125,6.0302734375,0.02791015625,0.094072265625,6.6162109375,0.609599609375,0.8179634232954546,20.836381392045457
50000,dev,12,102400,0.0003515625,0.00822265625,0.787109375,0.020703125,0.031513671875,1.0810546875000004,0.56052490234375,0.7524259440104166,19.190104166666664
