update,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M
10000,13,102400,81790,82047,1309270,1331200,0.79873046875,0.7962635154671651,0.8011750095768597,0.801240234375,0.7987847144065059,0.8036731535906512,0.9835261418269231
10000,14,102400,22032,24065,1333335,1433600,0.21515625,0.21265005555205443,0.2176838150434304,0.235009765625,0.23242275340719337,0.23761665891481987,0.9300606863839286
10000,15,102400,2878,6572,1339907,1536000,0.02810546875,0.027110749376996868,0.02913559233018293,0.0641796875,0.06269493243805818,0.06569714027639942,0.8723352864583334
10000,16,102400,250,2823,1342730,1638400,0.00244140625,0.0021572363750728446,0.002762905795797788,0.027568359375,0.026583100467505286,0.028589062786669565,0.819537353515625
10000,17,102400,19,1968,1344698,1740800,0.000185546875,0.0001187940488148779,0.0002897986194349718,0.01921875,0.01839570319194052,0.020077867747339224,0.7724597886029412
10000,18,102400,0,1653,1346351,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016142578125,0.015388648562805618,0.016932809418354882,0.7304421657986111
10000,19,102400,0,1736,1348087,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016953125,0.01618035564849098,0.017762135270840616,0.6928901110197369
10000,20,102400,0,1743,1349830,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017021484375,0.016247147961351464,0.017832056579271675,0.6590966796875
10000,21,102400,0,1662,1351492,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01623046875,0.015474472688896538,0.017022759948210224,0.6284840029761904
10000,22,102400,0,1673,1353165,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016337890625,0.01557937679287261,0.017132691534835136,0.6006591796875
10000,23,102400,0,1711,1354876,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016708984375,0.015941838940128936,0.01751238904601859,0.5752700407608695
10000,24,102400,0,1713,1356589,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016728515625,0.015960918695559916,0.017532370325242335,0.5519974772135416
10000,25,102400,0,1697,1358286,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016572265625,0.01580828843853085,0.0173725123050336,0.53058046875
10000,26,102400,0,1675,1359961,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016357421875,0.015598451199770717,0.01715267816259176,0.5108026592548077
10000,27,102400,0,1685,1361646,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016455078125,0.015693827513485862,0.01725260702215024,0.49249348958333333
10000,28,102400,0,1694,1363340,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01654296875,0.015779672256443042,0.017342536935139326,0.47549525669642856
10000,29,102400,0,1769,1365109,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017275390625,0.016495262462912757,0.018091735528221815,0.45969457165948274
10000,30,102400,0,1786,1366895,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01744140625,0.016657515345765293,0.01826150143993444,0.44495279947916666
10000,31,102400,0,1703,1368598,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016630859375,0.01586552269446015,0.017432461153068485,0.4311359627016129
10000,32,102400,0,1666,1370264,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01626953125,0.015512618627879053,0.017062736078537158,0.41817138671875
10000,33,102400,0,1741,1372005,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017001953125,0.016228064105455898,0.017812079400512517,0.4060147372159091
10000,34,102400,0,1736,1373741,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016953125,0.01618035564849098,0.017762135270840616,0.39457174862132355
10000,35,102400,0,1718,1375459,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01677734375,0.016008619293442074,0.017582322313996996,0.38377762276785715
10000,36,102400,0,1737,1377196,3686400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016962890625,0.016189897204480646,0.017772124232178315,0.3735883246527778
