arm,update,role,length,words,prefix_exact_count,state_correct_count,token_correct_count,token_denominator,E,E_low95,E_high95,A,A_low95,A_high95,M,state_ce
rt_nextlat,1000,dev,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.011364425915544416
rt_nextlat,1000,dev,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.08945794869444398
rt_nextlat,1000,dev,3,102400,100533,100533,305333,307200,0.981767578125,0.9809298676512483,0.9825691436595356,0.981767578125,0.9809298676512483,0.9825691436595356,0.9939225260416666,0.17327370052802962
rt_nextlat,1000,dev,4,102400,93632,94764,400097,409600,0.914375,0.9126456155386785,0.9160732956959755,0.9254296875,0.9238046914469699,0.9270227654022586,0.97679931640625,0.31418887675860785
rt_nextlat,1000,dev,5,102400,80103,84056,484153,512000,0.782255859375,0.779717478616914,0.78477306369585,0.820859375,0.8184986411108496,0.8231960361969791,0.945611328125,0.5587396144872219
rt_nextlat,1000,dev,6,102400,62191,70664,554817,614400,0.607333984375,0.6043389621268688,0.6103209538181745,0.690078125,0.6872385163476615,0.692903472912126,0.9030224609375,0.8865989065472423
rt_nextlat,1000,dev,7,102400,43290,56496,611313,716800,0.42275390625,0.4197311832766342,0.42578242466392685,0.55171875,0.5486708497570464,0.5547627700086665,0.8528362165178571,1.283817328317018
rt_nextlat,1000,dev,8,102400,27643,44660,655973,819200,0.269951171875,0.2672407922107934,0.2726788111085236,0.4361328125,0.4330979069113746,0.4391725097676734,0.800748291015625,1.6918876594513494
rt_nextlat,1000,dev,9,102400,16533,35128,691101,921600,0.161455078125,0.1592141309458459,0.1637214248664715,0.343046875,0.3401451619398695,0.3459603635747572,0.749892578125,2.0625347649787
rt_nextlat,1000,dev,10,102400,9327,27884,718985,1024000,0.091083984375,0.08933698556514635,0.09286166238619545,0.2723046875,0.2695867984101662,0.27503965958504517,0.7021337890625,2.3689215279201745
rt_nextlat,1000,dev,11,102400,4678,21138,740123,1126400,0.04568359375,0.044421682655224635,0.04697959024120802,0.20642578125,0.2039578313307963,0.2089157567740263,0.6570694247159091,2.6908223576130696
rt_nextlat,1000,dev,12,102400,1681,13777,753900,1228800,0.016416015625,0.015655676134157807,0.01721263633216884,0.134541015625,0.13246470760719117,0.13664474245091465,0.613525390625,3.1353903181785427
rt_nextlat,1000,ood_dev,1,102400,102400,102400,102400,102400,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.011373254024802009
rt_nextlat,1000,ood_dev,2,102400,102400,102400,204800,204800,1.0,0.9999624871609701,1.0,1.0,0.9999624871609701,1.0,1.0,0.0896461120011736
rt_nextlat,1000,ood_dev,3,102400,100643,100643,305443,307200,0.982841796875,0.9820281106945741,0.9836192575222196,0.982841796875,0.9820281106945741,0.9836192575222196,0.9942805989583333,0.17206926318101978
rt_nextlat,1000,ood_dev,4,102400,93771,94774,400217,409600,0.915732421875,0.9140153625814359,0.9174182905617215,0.92552734375,0.9239033129941241,0.9271194490283781,0.97709228515625,0.31512912520461667
rt_nextlat,1000,ood_dev,5,102400,80175,84097,484314,512000,0.782958984375,0.7804235277150802,0.7854732118452539,0.821259765625,0.818901070695108,0.8235943578231427,0.94592578125,0.5560019523423579
rt_nextlat,1000,ood_dev,6,102400,61909,70339,554653,614400,0.604580078125,0.6015815018774914,0.6075708081812358,0.686904296875,0.6840568956613455,0.689737675467049,0.9027555338541666,0.8916052220501478
rt_nextlat,1000,ood_dev,7,102400,43233,56403,611056,716800,0.422197265625,0.41917509859091756,0.4252252698619838,0.550810546875,0.5477621073781023,0.5538551742761657,0.8524776785714285,1.2875132780317289
rt_nextlat,1000,ood_dev,8,102400,27465,44431,655487,819200,0.268212890625,0.26550811953566517,0.2709350516993812,0.433896484375,0.4308634580521796,0.4369344701589023,0.800155029296875,1.696117121247953
rt_nextlat,1000,ood_dev,9,102400,16370,34871,690358,921600,0.15986328125,0.15763140265569606,0.1621206788322612,0.340537109375,0.3376406175842634,0.34344556497723105,0.7490863715277778,2.063229868461858
rt_nextlat,1000,ood_dev,10,102400,9225,27726,718084,1024000,0.090087890625,0.0883496310161933,0.09185690416775753,0.27076171875,0.26804874194871453,0.2734918943087735,0.70125390625,2.3705343436639668
rt_nextlat,1000,ood_dev,11,102400,4601,21148,739232,1126400,0.044931640625,0.043679825430826276,0.04621759763139945,0.2065234375,0.20405505020549758,0.20901384307259863,0.6562784090909091,2.693056998887987
rt_nextlat,1000,ood_dev,12,102400,1710,13890,753122,1228800,0.01669921875,0.01593229916630613,0.01750239830251404,0.13564453125,0.13356096701235065,0.13775543150374714,0.6128922526041667,3.1338607174019852
rt_nextlat,1000,ood_dev,13,102400,411,7411,760533,1331200,0.004013671875,0.0036445844373181827,0.0044199710232578435,0.072373046875,0.07080205061138481,0.07397612614073007,0.5713138521634615,3.6777414261995
rt_nextlat,1000,ood_dev,14,102400,78,3756,764289,1433600,0.00076171875,0.0006104371852048293,0.0009504560053594196,0.0366796875,0.03554563774560535,0.037848498174998906,0.5331256975446429,4.099002278038533
rt_nextlat,1000,ood_dev,15,102400,7,2284,766573,1536000,6.8359375e-05,3.3114285575679005e-05,0.00014111217474581833,0.0223046875,0.021417968790845485,0.023227245623880868,0.4990709635416667,4.271716530447593
rt_nextlat,1000,ood_dev,16,102400,0,1800,768373,1638400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017578125,0.016791149492307516,0.018401294535975294,0.4689776611328125,4.303109690359561
rt_nextlat,1000,ood_dev,17,102400,0,1793,770166,1740800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017509765625,0.016724330834732817,0.018331399572258458,0.4424207261029412,4.293541814038763
rt_nextlat,1000,ood_dev,18,102400,0,1701,771867,1843200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016611328125,0.015846444329457577,0.017412478483416333,0.4187646484375,4.287305001025088
rt_nextlat,1000,ood_dev,19,102400,0,1650,773517,1945600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01611328125,0.01536004183054854,0.01690282459862987,0.39757247121710526,4.280726826901082
rt_nextlat,1000,ood_dev,20,102400,0,1656,775173,2048000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016171875,0.015417255951115785,0.016962793582026795,0.37850244140625,4.281683514032047
rt_nextlat,1000,ood_dev,21,102400,0,1719,776892,2150400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016787109375,0.016018159619853447,0.01759231250491299,0.3612779017857143,4.286942341239191
rt_nextlat,1000,ood_dev,22,102400,0,1621,778513,2252800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.015830078125,0.01508354426487691,0.016612937161807978,0.34557572798295455,4.296182786787394
rt_nextlat,1000,ood_dev,23,102400,0,1704,780217,2355200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016640625,0.01587506198163439,0.0174424523832216,0.33127420176630434,4.302525684686843
rt_nextlat,1000,ood_dev,24,102400,0,1785,782002,2457600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017431640625,0.016647970535639666,0.018251515732732707,0.31819742838541665,4.3114316059811975
rt_nextlat,1000,ood_dev,25,102400,0,1679,783681,2560000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016396484375,0.01563660087091516,0.017192650560756764,0.306125390625,4.322773438566364
rt_nextlat,1000,ood_dev,26,102400,0,1699,785380,2662400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016591796875,0.015827366243986105,0.01739249553423307,0.29498948317307694,4.329300918502267
rt_nextlat,1000,ood_dev,27,102400,0,1680,787060,2764800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01640625,0.015646138466949424,0.017202643482049865,0.28467158564814815,4.335113278822973
rt_nextlat,1000,ood_dev,28,102400,0,1783,788843,2867200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.017412109375,0.01662888111071926,0.018231544122998385,0.27512660435267855,4.344974473263137
rt_nextlat,1000,ood_dev,29,102400,0,1707,790550,2969600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016669921875,0.01590368026112528,0.0174724256557128,0.2662143049568966,4.354602745871525
rt_nextlat,1000,ood_dev,30,102400,0,1716,792266,3072000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0167578125,0.01598953884727668,0.017562341725507667,0.25789908854166665,4.353423917463515
rt_nextlat,1000,ood_dev,31,102400,0,1726,793992,3174400,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01685546875,0.016084943828035953,0.017662241918022018,0.2501234879032258,4.3618087561335415
rt_nextlat,1000,ood_dev,32,102400,0,1719,795711,3276800,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016787109375,0.016018159619853447,0.01759231250491299,0.24283172607421874,4.368390502822585
rt_nextlat,1000,ood_dev,33,102400,0,1721,797432,3379200,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.016806640625,0.01603724047903842,0.017612292680382738,0.23598248106060607,4.371671660046559
rt_nextlat,1000,ood_dev,34,102400,0,1764,799196,3481600,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.0172265625,0.016447544642647142,0.01804180076185061,0.22954848345588236,4.373118428736925
rt_nextlat,1000,ood_dev,35,102400,0,1648,800844,3584000,0.0,3.3881317890172014e-21,3.751283902995844e-05,0.01609375,0.01534097104105305,0.01688283435347063,0.2234497767857143,4.37452357273316
