first_update,update,updates_in_bin,training_seconds,state_ce,token_accuracy
6101,6200,100,335.8997482829327,0.006334035738836974,0.9982332545518875
6201,6300,100,341.32544776592476,0.006505264197476208,0.9981990748643875
6301,6400,100,346.7143647149278,0.006026442209258675,0.9983203315734863
6401,6500,100,352.1354560729196,0.006295093996450305,0.9982885932922363
6501,6600,100,357.52680210592007,0.0058486275537870825,0.9983984595537185
6601,6700,100,362.92947475791516,0.00562266050488688,0.9984594929218292
6701,6800,100,368.3214218029134,0.005552427757065743,0.9984570503234863
6801,6900,100,373.76384714191954,0.005621250484837219,0.9984611201286316
6901,7000,100,379.1724744329222,0.006015486501855776,0.998276384472847
7001,7100,100,384.5988484689042,0.0048047284700442104,0.998719094991684
7101,7200,100,389.963166812915,0.005375820108456537,0.9985343617200851
7201,7300,100,395.3527273859145,0.004798068635864183,0.9986792194843293
7301,7400,100,400.77066733889296,0.004923998973099515,0.9986271345615387
7401,7500,100,406.13777344988193,0.004835937024326995,0.9986507350206375
7501,7600,100,411.5372133788842,0.005359043980715797,0.9984570521116257
7601,7700,100,416.93627031088545,0.00454381083836779,0.9987345564365387
7701,7800,100,422.3067797378826,0.004489325949689374,0.9987874555587769
7801,7900,100,427.7234464978501,0.004629797013476491,0.9987190979719162
7901,8000,100,433.0950356398607,0.004785858606919646,0.9986035352945328
8001,8100,100,438.4743276778463,0.004690869954647497,0.9987174713611603
8101,8200,100,443.87403135782733,0.0038902104506269098,0.9989445173740387
8201,8300,100,449.2413304738293,0.005100712655112147,0.9985392427444458
8301,8400,100,454.6218751148517,0.003617707108496688,0.9989461481571198
8401,8500,100,460.0111359918701,0.004083710737759248,0.9988216346502304
8501,8600,100,465.37624148086616,0.0036962535814382136,0.9989957892894745
8601,8700,100,470.7975078678646,0.004632746564457193,0.9986881691217423
8701,8800,100,476.2391761348663,0.0039568807475734505,0.998916038274765
8801,8900,100,481.6192429018738,0.004227414834313095,0.9987687361240387
8901,9000,100,486.98301341686965,0.003819594472879544,0.9989030158519745
9001,9100,100,492.36291849584086,0.004577149457763881,0.9986661982536316
9101,9200,100,497.75488711083017,0.004139401727006771,0.9987785041332244
9201,9300,100,503.155434369819,0.004372853480745107,0.9987793159484863
9301,9400,100,508.55374664182455,0.00403307460481301,0.9988639509677887
9401,9500,100,513.9251465457965,0.003201690687565133,0.9990844923257828
9501,9600,100,519.3098411717692,0.0036682214046595617,0.9989689320325852
9601,9700,100,524.7044245887992,0.003656500887591392,0.9990348505973816
9701,9800,100,530.1067426827904,0.0029083823069231585,0.999222839474678
9801,9900,100,535.5200611197615,0.0034853411337826402,0.999065774679184
9901,10000,100,540.8684568477511,0.003720051571726799,0.9990006703138351
10001,10100,100,546.2543729817735,0.003532319700461812,0.9990153187513351
10101,10200,100,551.7069721157786,0.00339285429334268,0.9990470570325851
10201,10300,100,557.0831040407575,0.0033248275448568166,0.9990771692991257
10301,10400,100,562.4821426587441,0.0035724512801971284,0.9990446192026138
10401,10500,100,567.8639324727519,0.003339048626367003,0.9990226423740387
10501,10600,100,573.215421563742,0.003274297277093865,0.9990714728832245
10601,10700,100,578.5794102047512,0.0034676143206888808,0.9990527558326722
10701,10800,100,583.9142909587463,0.0035568605762091466,0.9990397334098816
10801,10900,100,589.2653670717591,0.0029954937408911064,0.9991788929700851
10901,11000,100,594.64865206576,0.0030770063659292645,0.9991569203138352
11001,11100,100,600.0426864887595,0.0038226800912525504,0.9989233613014221
11101,11200,100,605.3978381917659,0.0028300664183916525,0.9992480689287185
11201,11300,100,610.7809201017662,0.0031730912550119684,0.9990625214576722
11301,11400,100,616.1879068097769,0.0024765414409921504,0.9993261897563934
11401,11500,100,621.5499050008002,0.003448255546973087,0.999017761349678
11501,11600,100,626.9714136828225,0.0030294173181755466,0.9991512274742127
11601,11700,100,632.3419216918155,0.0025034014356788248,0.9993042212724685
11701,11800,100,637.7555174528316,0.0026752429906628096,0.9992521357536316
11801,11900,100,643.1403135628061,0.002744562646257691,0.9992277204990387
11901,12000,100,648.5162254007992,0.0030456926103215663,0.9991414576768876
