arm,first_update,latent_cosine,latent_loss,latent_relative_l2,latent_rms,latent_variation_rms,loss,predicted_latent_rms,predicted_state_ce,state_ce,teacher_predicted_kl,token_accuracy,training_seconds,update,updates_in_bin,weighted_latent_loss
head,1701,0.6992014348506927,0.23986333593726158,0.7283458411693573,0.9705763012170792,0.9416874051094055,0.2517534008622169,0.5380260646343231,1.81725013256073,0.01189006497617811,1.7967689037322998,0.9965975111722947,253.28072752600292,1800,100,0.23986333593726158
head,1801,0.7636048942804337,0.19856681242585184,0.6595317274332047,0.9641137570142746,0.9353229105472565,0.21069016337394714,0.6162426173686981,1.5246534645557404,0.012123350845649838,1.5017137229442596,0.9964201080799103,267.2545919509985,1900,100,0.19856681242585184
head,1901,0.804765447974205,0.16535740450024605,0.6034501045942307,0.9584493935108185,0.9292428642511368,0.1769874119758606,0.6900394558906555,1.2540200352668762,0.011630007899366319,1.236745685338974,0.9966365730762482,281.0657070879961,2000,100,0.16535740450024605
head,2001,0.8332545459270477,0.14149739250540733,0.5592397004365921,0.953818067908287,0.9232140183448792,0.15124340310692788,0.7444561123847961,1.049243688583374,0.00974601028021425,1.032407432794571,0.9971443879604339,294.9009822779972,2100,100,0.14149739250540733
head,2101,0.8447275906801224,0.12930057391524316,0.5383977442979813,0.950197845697403,0.916731134057045,0.14016340643167496,0.7792377024888992,0.8879845440387726,0.01086283267941326,0.8740549236536026,0.9967244648933411,308.6228975999966,2200,100,0.12930057391524316
head,2201,0.8386141359806061,0.13135285884141923,0.546234056353569,0.9478842318058014,0.9118734449148178,0.14035819873213767,0.7818858921527863,0.7813216000795364,0.009005339823197574,0.7691760659217834,0.9972461140155793,322.46345376299087,2300,100,0.13135285884141923
head,2301,0.8344440162181854,0.13453419759869575,0.5523006170988083,0.9459328204393387,0.9067861288785934,0.14442281946539878,0.7683721631765366,0.7169157862663269,0.009888621787540615,0.7044814974069595,0.9969474476575851,336.3239312999831,2400,100,0.13453419759869575
head,2401,0.83749720454216,0.13194002598524093,0.5484031289815903,0.9429533928632736,0.9012084454298019,0.14005785658955575,0.7545253932476044,0.6111733317375183,0.008117830578703434,0.6011536568403244,0.9975398969650269,350.0936141969896,2500,100,0.13194002598524093
head,2501,0.8621325194835663,0.1165751875936985,0.5099816545844078,0.9389672875404358,0.8954056054353714,0.12415228091180325,0.7629754543304443,0.46626610308885574,0.007577093055006117,0.45659084618091583,0.9977083539962769,363.74755400099093,2600,100,0.1165751875936985
head,2601,0.898746520280838,0.08895163848996163,0.44215164333581924,0.934667244553566,0.8887154012918472,0.09783584967255593,0.8044174909591675,0.31215154379606247,0.008884211203549057,0.3021124228835106,0.9972754114866257,377.60297587698915,2700,100,0.08895163848996163
head,2701,0.925677701830864,0.06587261412292719,0.3816162198781967,0.931723102927208,0.8850586265325546,0.07429072540253401,0.8455172181129456,0.17581871896982193,0.008418111221399158,0.17008107900619507,0.9973730665445327,391.4662305949996,2800,100,0.06587261412292719
head,2801,0.9386777728796005,0.05316802814602852,0.3474152013659477,0.9302061349153519,0.8816237896680832,0.06034357827156782,0.8706055879592896,0.11522607132792473,0.007175549953244626,0.10951683484017849,0.9977758985757827,405.32368708600643,2900,100,0.05316802814602852
head,2901,0.9426082670688629,0.04896052222698927,0.33582793176174164,0.9297942817211151,0.8804669231176376,0.055992927961051465,0.8766356259584427,0.0857987068593502,0.007032405736390501,0.08105179853737354,0.9977758997678756,419.1592442330066,3000,100,0.04896052222698927
head,3001,0.9435111731290817,0.04775243885815143,0.33305511623620987,0.9295991957187653,0.8811674863100052,0.05450248997658491,0.8780516386032104,0.07929344475269318,0.006750051176641137,0.07415053434669971,0.9978589051961899,433.0881605080094,3100,100,0.04775243885815143
head,3101,0.9444346874952316,0.04722092930227518,0.3301488161087036,0.9294272363185883,0.8810369819402695,0.05382039092481136,0.8781522214412689,0.06860416196286678,0.0065994618076365445,0.06466732546687126,0.9979622620344162,446.96169192800244,3200,100,0.04722092930227518
head,3201,0.9451372474431992,0.046871419325470925,0.32787586003541946,0.9292426407337189,0.8801310807466507,0.05311975821852684,0.8787113279104233,0.059890818782150745,0.006248338769655675,0.05711060389876366,0.9980127173662185,460.8480386310039,3300,100,0.046871419325470925
head,3301,0.9431899338960648,0.04797841668128967,0.3333693966269493,0.9290548413991928,0.8796481043100357,0.0542616543918848,0.8761327415704727,0.058902555145323277,0.00628323775017634,0.05463398061692715,0.998018411397934,474.7692741220035,3400,100,0.04797841668128967
head,3401,0.9410811811685562,0.04933340467512608,0.3392161726951599,0.9287156164646149,0.8788719922304153,0.05558512102812529,0.8739748746156693,0.05724038649350405,0.006251716185361147,0.053441813215613365,0.9980371290445328,488.6643377640039,3500,100,0.04933340467512608
head,3501,0.9388657063245773,0.051365911290049554,0.34519200026988983,0.9282080829143524,0.8795792460441589,0.057342932485044004,0.8695572465658188,0.05017214361578226,0.005977021148428321,0.0469896299764514,0.9980322462320328,502.6037456870081,3600,100,0.051365911290049554
head,3601,0.9349148869514465,0.054055208675563335,0.3557632341980934,0.9274937063455582,0.879488468170166,0.06013835825026035,0.8642742037773132,0.04959174897521734,0.006083149639889598,0.045829249545931816,0.9980200397968292,516.4342256260052,3700,100,0.054055208675563335
head,3701,0.9325652122497559,0.05619580455124378,0.3619554713368416,0.926359161734581,0.8797445893287659,0.06223380442708731,0.8577072322368622,0.040946717374026775,0.006037999838590622,0.03827820625156164,0.9980696803331375,530.3357907439977,3800,100,0.05619580455124378
head,3801,0.9308481365442276,0.05736660208553076,0.3665027543902397,0.924896776676178,0.8797878623008728,0.06249543812125921,0.8519115895032883,0.03637748118489981,0.005128835971700028,0.03409450128674507,0.9983561390638351,544.3310499029903,3900,100,0.05736660208553076
head,3901,0.932612881064415,0.05608240969479084,0.36219894886016846,0.9229138493537903,0.8782261162996292,0.06163636226207018,0.8506097048521042,0.03358539752662182,0.005553952382178977,0.03133535943925381,0.998237327337265,558.2925722979862,4000,100,0.05608240969479084
head,4001,0.9394225180149078,0.05095538076013326,0.34423208236694336,0.9206347763538361,0.8760251998901367,0.05663043264299631,0.8547448515892029,0.029369541443884373,0.005675051659345627,0.026504235342144966,0.9982007026672364,572.2019300179882,4100,100,0.05095538076013326
head,4101,0.9481605440378189,0.04391613502055407,0.31937357038259506,0.9184956401586533,0.8742065578699112,0.048785701617598536,0.862098753452301,0.021122372010722756,0.004869566708803177,0.01910933991894126,0.9984375190734863,586.0813784159891,4200,100,0.04391613502055407
head,4201,0.9572860151529312,0.036407167948782446,0.29069919884204865,0.9165892750024796,0.872029721736908,0.04054025541990995,0.8712408393621445,0.018040150636807084,0.004133087520021945,0.01614111685194075,0.9987231659889221,600.0678437439892,4300,100,0.036407167948782446
head,4301,0.9640417844057083,0.03051355518400669,0.26730845123529434,0.9152235686779022,0.8696210533380508,0.034868370220065115,0.8792518824338913,0.01293337531387806,0.004354814960388467,0.011870327638462186,0.9986604976654053,613.8671605209829,4400,100,0.03051355518400669
head,4401,0.9688806086778641,0.026388617884367704,0.24905148521065712,0.9143601357936859,0.868794247508049,0.031059608906507493,0.8837583512067795,0.011483639711514115,0.004670991053571925,0.010162464808672667,0.9985205298662185,627.8436668789827,4500,100,0.026388617884367704
head,4501,0.972997859120369,0.022922107297927142,0.2324068546295166,0.9136960357427597,0.8679780960083008,0.02677118804305792,0.8867731541395187,0.008925334666855633,0.0038490808533970266,0.007151933968998492,0.9987646675109864,642.0896688769835,4600,100,0.022922107297927142
head,4601,0.9764662981033325,0.020238492339849472,0.2173018790781498,0.9130856394767761,0.8676390647888184,0.0245540844835341,0.8901877701282501,0.005985489813610911,0.004315592173952609,0.0055583835346624255,0.9986539900302887,656.2872073269846,4700,100,0.020238492339849472
head,4701,0.9785703420639038,0.018055456057190895,0.2074018493294716,0.9126369953155518,0.866839662194252,0.02230575593188405,0.8933624923229218,0.006445787032134831,0.004250299821142107,0.00583716097753495,0.998666198849678,670.5251887609866,4800,100,0.018055456057190895
head,4801,0.9799487441778183,0.016846624668687582,0.20069894567131996,0.9124419987201691,0.8660852462053299,0.021130764186382295,0.89455546438694,0.005282780155539513,0.00428413953864947,0.0047357711009681225,0.9986222511529923,684.7228197509876,4900,100,0.016846624668687582
head,4901,0.9803560674190521,0.016139911459758877,0.19870539754629135,0.9123493731021881,0.8661342561244965,0.020297864452004433,0.8949958980083466,0.006937909056432545,0.00415795293985866,0.0060240214224904776,0.9986523646116257,698.9112005889874,5000,100,0.016139911459758877
head,5001,0.9813518226146698,0.015696499925106765,0.19354544952511787,0.9122693836688995,0.8662992417812347,0.01923186207190156,0.8958157300949097,0.004886070149950683,0.0035353621165268123,0.004403788363561034,0.9988826715946197,713.232052483987,5100,100,0.015696499925106765
head,5101,0.9817889630794525,0.015412038648501039,0.1911567486822605,0.9121663123369217,0.8662936389446259,0.019418552853167056,0.8957091569900513,0.006651881150901318,0.0040065142250386996,0.005011673434637487,0.9986873584985733,727.403546354989,5200,100,0.015412038648501039
head,5201,0.9819533973932266,0.015175737822428346,0.19032079726457596,0.9119917303323746,0.8661031872034073,0.01912561137229204,0.8953746259212494,0.0049170825514011085,0.003949873588862829,0.004660310514736921,0.998709329366684,741.5548646239877,5300,100,0.015175737822428346
head,5301,0.9820499271154404,0.014906671149656176,0.18985601142048836,0.9118010252714157,0.8661355823278427,0.018210067627951503,0.8955643624067307,0.004252180457115173,0.003303396483825054,0.0042786524863913655,0.9989428943395615,755.7986629429879,5400,100,0.014906671149656176
head,5401,0.982272133231163,0.01497559081763029,0.1886194832623005,0.9115189164876938,0.8658797740936279,0.018818370150402188,0.8948096334934235,0.004231999395415187,0.003842779257101938,0.004180552496109158,0.9987215346097946,769.9389196149941,5500,100,0.01497559081763029
head,5501,0.9821982830762863,0.014708627741783857,0.18900182470679283,0.9112219512462616,0.8660408705472946,0.01796828255057335,0.894744023680687,0.004507407022174448,0.0032596547971479595,0.0040445346385240555,0.9989510285854339,784.119289925995,5600,100,0.014708627741783857
head,5601,0.9821252524852753,0.014824891975149513,0.1893789991736412,0.9108437299728394,0.8657754212617874,0.019028853997588156,0.8938906639814377,0.004433140100445598,0.004203961938037537,0.00487601978238672,0.9986482924222946,798.2766698149981,5700,100,0.014824891975149513
head,5701,0.9827954024076462,0.014322886187583208,0.18580332398414612,0.9103734046220779,0.8651397079229355,0.017749368008226157,0.8938173353672028,0.003954253334086388,0.0034264817961957308,0.0035981619148515165,0.9988696485757828,812.4458094500005,5800,100,0.014322886187583208
head,5801,0.983400970697403,0.01395277644507587,0.18255279585719109,0.9099150002002716,0.8646202981472015,0.01737600184045732,0.8946195244789124,0.0035624610900413245,0.003423225468432065,0.0031926946830935776,0.9988940626382827,826.628892134002,5900,100,0.01395277644507587
head,5901,0.9837886244058609,0.013514062939211726,0.18048853054642677,0.9094367921352386,0.8636972010135651,0.016720070382580162,0.8944308012723923,0.002386923908488825,0.0032060074940091,0.0029498362564481795,0.9989933449029923,840.7245630890002,6000,100,0.013514062939211726
head,6001,0.9842365682125092,0.013028155472129583,0.17797654122114182,0.9088459461927414,0.8625221103429794,0.016750693321228027,0.8938586562871933,0.003078986599575728,0.0037225378258153798,0.002874075493309647,0.9988183778524399,854.5908109049951,6100,100,0.013028155472129583
head,6101,0.9854583740234375,0.012223612954840065,0.1710761822760105,0.9083611965179443,0.8615092635154724,0.01520562089048326,0.8944644629955292,0.0028150697180535644,0.002982007937389426,0.003228481800761074,0.9990014839172363,868.4474273910018,6200,100,0.012223612954840065
head,6201,0.9864546805620193,0.011349827041849494,0.16514061763882637,0.907885953783989,0.8607593327760696,0.014419815940782428,0.8947751373052597,0.002689151675440371,0.003069988879724406,0.0023975092044565827,0.9990055531263351,882.4244061140034,6300,100,0.011349827041849494
head,6301,0.9872635751962662,0.010620562070980668,0.16025736555457115,0.9073435664176941,0.8587667346000671,0.014285310739651322,0.8955913931131363,0.004325327783590183,0.0036647486774018033,0.0038572581252083182,0.9988403534889221,896.3597527320071,6400,100,0.010620562070980668
head,6401,0.9886050075292587,0.009652930423617362,0.15168453752994537,0.9070334136486053,0.8577216267585754,0.012566266134381294,0.8962107300758362,0.0026295646093785763,0.0029133357061073184,0.002569326141383499,0.9990633314847946,910.4004825140037,6500,100,0.009652930423617362
head,6501,0.9893658757209778,0.008914149729534984,0.1465800292789936,0.9067470729351044,0.8559106588363647,0.01213096153922379,0.8971542716026306,0.0025150603032670915,0.0032168117677792906,0.002931457886006683,0.9989681196212769,924.5069548290076,6600,100,0.008914149729534984
head,6601,0.9900489151477814,0.008200204027816653,0.14180820807814598,0.9065495580434799,0.8547688871622086,0.011207943940535188,0.8978264927864075,0.0022143943642731756,0.0030077399290166797,0.0028039021708536893,0.9990389204025268,938.4600793150066,6700,100,0.008200204027816653
head,6701,0.990995779633522,0.007537473537959158,0.13497427478432655,0.9064331650733948,0.8539362847805023,0.010383537556044757,0.8984527438879013,0.0020860956865362823,0.0028460640061530283,0.0024691936559975147,0.9990877467393875,952.2581699580069,6800,100,0.007537473537959158
head,6801,0.9915404766798019,0.007084336946718395,0.13095521554350853,0.9063864648342133,0.8529370278120041,0.010262530301697553,0.8990626633167267,0.0024033348745433614,0.0031781934344326146,0.002811580809066072,0.9989770704507828,966.0701170130078,6900,100,0.007084336946718395
head,6901,0.9921747446060181,0.006683033513836562,0.12597581185400486,0.9063704907894135,0.8520198911428452,0.009296498717740178,0.8995320498943329,0.001748323964420706,0.002613465201866347,0.0023335351143032312,0.9991422742605209,979.920949275006,7000,100,0.006683033513836562
head,7001,0.9924212843179703,0.006367176757194102,0.1239610705524683,0.9063676297664642,0.8509996980428696,0.00935383295174688,0.8994717299938202,0.0021347771980799735,0.002986656207649503,0.002657743578311056,0.9989949756860733,993.7799375930081,7100,100,0.006367176757194102
head,7101,0.9926463961601257,0.006185060753487051,0.12216484919190407,0.9064235240221024,0.8508971184492111,0.00922008911613375,0.9002307206392288,0.0018872118671424687,0.003035028358863201,0.00258342910092324,0.9990031117200852,1007.7376419340044,7200,100,0.006185060753487051
head,7201,0.9926628917455673,0.005915195429697633,0.12189766764640808,0.906426727771759,0.8499795943498611,0.009137732395902275,0.9002958089113235,0.003889902727678418,0.003222536995308474,0.0038102224934846163,0.998968118429184,1021.6991909100052,7300,100,0.005915195429697633
head,7301,0.9931683391332626,0.005755062368698418,0.11766600422561169,0.9064130485057831,0.848943755030632,0.008779150061309337,0.9004102051258087,0.0021555195417022333,0.0030240877048345284,0.0027478268020786345,0.998994157910347,1035.6998310890085,7400,100,0.005755062368698418
head,7401,0.9933192729949951,0.00547915299423039,0.11639146506786346,0.9064360707998276,0.8486475199460983,0.008409897140227258,0.9006738811731339,0.0012389308685669675,0.0029307441425044088,0.0017290076648350805,0.9990706610679626,1049.9923440610091,7500,100,0.00547915299423039
head,7501,0.9936576783657074,0.005218476029112935,0.11346869729459286,0.9064509868621826,0.8479278087615967,0.007732429928146303,0.9010784327983856,0.0017668503569439054,0.002513953916495666,0.0023736990988254547,0.9992098182439804,1064.243716595006,7600,100,0.005218476029112935
head,7601,0.994065448641777,0.005027832249179482,0.10975680872797966,0.9065281003713608,0.8478401452302933,0.007568900459446013,0.9017442315816879,0.0010685126326279715,0.002541068215796258,0.0014596744440495968,0.9991862171888352,1078.4294249950053,7700,100,0.005027832249179482
head,7701,0.994096577167511,0.005034560314379632,0.10953640379011631,0.906605914235115,0.8472581952810287,0.00784241299610585,0.9011038541793823,0.0016395154088968411,0.002807852695696056,0.002059642705717124,0.9990967005491257,1092.536653611005,7800,100,0.005034560314379632
head,7801,0.9942236840724945,0.004874508744105697,0.10827919282019138,0.9066315442323685,0.8464895039796829,0.007413279097527266,0.902020737528801,0.0017249614611500874,0.0025387703246087766,0.002757781825494021,0.9991691261529922,1106.588517634008,7900,100,0.004874508744105697
head,7901,0.9944376945495605,0.004583959835581481,0.10623745620250702,0.9066692441701889,0.8466478139162064,0.0067557926569134,0.9019374698400497,0.0007718164997640997,0.0021718327992130072,0.0012842130090575665,0.9993180513381958,1120.6095534920087,8000,100,0.004583959835581481
head,8001,0.9945219606161118,0.004571480676531792,0.10541806742548943,0.9067446291446686,0.8461484909057617,0.007065858733840287,0.9020481258630753,0.0012258790884516202,0.002494378084957134,0.002013732708292082,0.9991902875900268,1134.6678769850123,8100,100,0.004571480676531792
head,8101,0.9944728463888168,0.004414843046106398,0.1059611476957798,0.9067953079938889,0.8461184203624725,0.006772301839664579,0.903240367770195,0.002805586133035831,0.0023574587996699845,0.0037430559168569744,0.9992350453138351,1148.7219094160055,8200,100,0.004414843046106398
head,8201,0.9945227205753326,0.004474528131540864,0.10551977157592773,0.9069068431854248,0.8459494411945343,0.0070205575693398714,0.9031422883272171,0.00242303209961392,0.0025460294511867685,0.00290932523785159,0.9991325062513351,1162.7297635190034,8300,100,0.004474528131540864
head,8301,0.9949454814195633,0.004232102883979678,0.10129326023161411,0.9069446623325348,0.8454275131225586,0.0064284152211621405,0.9029950499534607,0.001652752180234529,0.0021963123386376537,0.0019355969852767885,0.9992838734388352,1177.0512328799996,8400,100,0.004232102883979678
head,8401,0.9950124472379684,0.004289909801445902,0.10061590932309628,0.9069325178861618,0.8444770127534866,0.006824864060617984,0.9024752676486969,0.001260699900740292,0.002534954248985741,0.0018379784742137417,0.9991959834098816,1191.5375403709977,8500,100,0.004289909801445902
head,8501,0.9948788732290268,0.0041639965260401365,0.10198941081762314,0.9069619029760361,0.8439656645059586,0.006826632809825242,0.9026707112789154,0.0012873680389020592,0.002662636285822373,0.0025746580213308334,0.9991561055183411,1206.1748954409986,8600,100,0.0041639965260401365
head,8601,0.9953339099884033,0.004103070420678705,0.09736397303640842,0.9069891422986984,0.843402773141861,0.006477255458012223,0.9029333293437958,0.0016034590953495353,0.0023741850537771824,0.002288586285430938,0.999230164885521,1220.8108486829988,8700,100,0.004103070420678705
head,8701,0.9952709525823593,0.003941005349624902,0.09798797219991684,0.9070377796888351,0.8428657501935959,0.006435365960933268,0.9029577523469925,0.0022037107846699655,0.0024943606238230134,0.0018484921602066606,0.999175637960434,1235.3076631709964,8800,100,0.003941005349624902
head,8801,0.9953492730855942,0.0039294337085448204,0.09727483801543713,0.9070863276720047,0.8429814875125885,0.006354555045254529,0.903447613120079,0.0012105351997888647,0.0024251213361276315,0.002416666131466627,0.9992244678735733,1249.6548292080015,8900,100,0.0039294337085448204
head,8901,0.9954969584941864,0.0038020537933334706,0.09570743329823017,0.90714131295681,0.8425911217927933,0.006176865417510271,0.9032937586307526,0.001973036261915695,0.00237481160875177,0.0019533273007255048,0.9992570203542709,1263.8004053810046,9000,100,0.0038020537933334706
head,9001,0.9954866468906403,0.003650540350936353,0.0957004763185978,0.9071996062994003,0.8423393964767456,0.005873554698191583,0.903747171163559,0.0014730214243172668,0.0022230143536580726,0.002263014030177146,0.9992692273855209,1277.8656004230152,9100,100,0.003650540350936353
head,9101,0.9957415163516998,0.003640422224998474,0.09296425245702267,0.9072587341070175,0.8420049548149109,0.005847628004848957,0.904072180390358,0.0013185904826968908,0.002207205781887751,0.001922118419315666,0.9992871290445328,1291.8964475629991,9200,100,0.003640422224998474
head,9201,0.9959001392126083,0.0035627505625598133,0.0914096999913454,0.9073562473058701,0.8422873169183731,0.0055169173725880686,0.9040351063013077,0.0011123953881906345,0.001954166806244757,0.0015654454909963533,0.999357927441597,1305.927162369996,9300,100,0.0035627505625598133
head,9301,0.9955694228410721,0.0036238406714983284,0.09477810002863407,0.9074431657791138,0.8424715846776962,0.006055523806717247,0.9042222946882248,0.0018821513367583975,0.00243168311950285,0.00293097595567815,0.9992090052366257,1319.9664356379917,9400,100,0.0036238406714983284
head,9401,0.9955578297376633,0.003531845051329583,0.09494014084339142,0.9075147062540054,0.8422971814870834,0.00583832539152354,0.904352679848671,0.002083247876726091,0.002306480304978322,0.0029151256021577865,0.9992293500900269,1333.9534767469859,9500,100,0.003531845051329583
head,9501,0.9958464801311493,0.0033981708833016456,0.09184950962662697,0.9075576066970825,0.842026948928833,0.005613278783857823,0.9045176059007645,0.001252539863344282,0.002215107880474534,0.002145029284292832,0.9992570173740387,1347.9559563979938,9600,100,0.0033981708833016456
head,9601,0.995902344584465,0.0033579082041978836,0.09122215770184994,0.9076288938522339,0.8422681987285614,0.005484314458444714,0.9044421166181564,0.0014325777301564813,0.0021264062492991798,0.0020466948626562953,0.9992651587724686,1362.0269313679937,9700,100,0.0033579082041978836
head,9701,0.9961095899343491,0.0032534700422547757,0.08898513205349445,0.9077146202325821,0.8417362868785858,0.005378184248693288,0.9047069251537323,0.0014365567694767378,0.002124714203964686,0.0021568823576672003,0.9993123573064804,1376.0421157070023,9800,100,0.0032534700422547757
head,9801,0.9961695820093155,0.0032346168905496597,0.08827879652380943,0.9077453166246414,0.8414434045553207,0.005348820053040981,0.9045719653367996,0.001548128406284377,0.002114203170349356,0.002085448162688408,0.9992887580394745,1390.1124093870012,9900,100,0.0032346168905496597
head,9901,0.9960891455411911,0.003280948211904615,0.08921292796730995,0.9078435152769089,0.8411806523799896,0.005459381544496864,0.9049175977706909,0.0010559746151557192,0.002178433366061654,0.001721610751701519,0.9992944520711898,1404.1253420690055,10000,100,0.003280948211904615
baseline,1,0.9871561825275421,0.03353730537928641,0.16253703832626343,0.999269649386406,0.17628031224012375,3.8258150744438173,1.0098554193973541,4.36702299118042,3.7922777795791625,0.27049996331334114,0.09783691650256515,16.739366961999735,100,100,0.03353730537928641
baseline,101,0.9495663493871689,0.037470830287784335,0.2937450595200062,0.9989559948444366,0.3628046475350857,3.6308930993080137,0.995821014046669,4.358875513076782,3.593422269821167,0.4194849245250225,0.13906250447034835,31.689396141999623,200,100,0.037470830287784335
baseline,201,0.9430070072412491,0.04562772773206234,0.30838507413864136,0.9986360371112823,0.4605124369263649,3.458852081298828,0.9765480011701584,4.241245269775391,3.4132243490219114,0.500079520046711,0.18279053270816803,46.58989176199964,300,100,0.04562772773206234
baseline,301,0.9487460851669312,0.03736885454505682,0.28536907583475113,0.9982439130544662,0.4827941879630089,3.443724615573883,0.972304105758667,4.165030598640442,3.4063557624816894,0.43639904260635376,0.1834285531938076,61.724619285999324,400,100,0.03736885454505682
baseline,401,0.947453573346138,0.035927689373493193,0.2830207645893097,0.9979355931282043,0.5187259465456009,3.440846815109253,0.9643399119377136,4.13137948513031,3.4049191308021545,0.40977516025304794,0.18347575321793555,76.61302139099814,500,100,0.035927689373493193
baseline,501,0.94500333070755,0.03634076558053494,0.2851411923766136,0.9977095723152161,0.5317758619785309,3.439532284736633,0.964772030711174,4.119953393936157,3.4031915187835695,0.3972867727279663,0.18381103992462158,91.64433191899764,600,100,0.03634076558053494
baseline,601,0.9283871501684189,0.04260992377996445,0.32176800072193146,0.9975994378328323,0.5672148615121841,3.417393786907196,0.9542601108551025,4.125069260597229,3.3747838640213015,0.43742962181568146,0.18741455554962158,106.4799953709977,700,100,0.04260992377996445
baseline,701,0.592978723347187,0.19161146257072686,0.7075885608792305,0.998042955994606,0.8239191770553589,2.762506102323532,0.6920017898082733,4.1633607149124146,2.5708946418762206,1.4834708869457245,0.3068359461426735,121.4702005849989,800,100,0.19161146257072686
baseline,801,0.13408082723617554,0.42627849310636523,1.0063699781894684,1.0014652162790298,0.9893780201673508,0.9778224337100982,0.31838684529066086,4.1919025182724,0.5515439373254776,3.4287334084510803,0.8248340028524399,136.2873267470003,900,100,0.42627849310636523
